          Ground-State Mulliken Net Atomic Charges
     14 C                     0.029722
     15 C                    -0.009521
     16 C                    -0.002355
     17 C                    -0.004422
     18 C                     0.017941
     19 C                    -0.000496
     20 C                     0.043247
     21 C                     0.025427
     22 C                    -0.032763
     23 C                     0.047984
     24 C                    -0.067336
     25 C                    -0.046336
     26 C                     0.033124
     27 C                    -0.057636
     28 C                     0.000387
     29 C                    -0.078379
     30 C                    -0.043542
     31 C                     0.092873
     32 C                     0.004588
     33 C                     0.085980
     34 C                     0.059395
     35 C                     0.008092
     36 C                     0.076728
     37 C                     0.075893
     38 C                     0.002720
     39 C                     0.049194
     40 C                     0.065870
     41 C                    -0.025008
     42 C                    -0.056133
     43 C                    -0.076353
     44 C                     0.028423
     45 C                    -0.029614
     46 C                     0.033496
     47 C                    -0.034912
     48 C                    -0.041534
     49 C                     0.041514
     50 C                    -0.045331
     51 C                     0.032797
     52 C                    -0.014309
     53 C                     0.018154
     54 C                     0.024461
     55 C                     0.000116
     56 C                     0.001451
     57 C                     0.000653
     58 C                    -0.037846
     59 C                    -0.014304
     60 C                    -0.005882
     61 C                    -0.005307
     62 C                    -0.005091
     63 C                     0.026960
     64 C                    -0.021537
     65 C                     0.007150
     66 C                     0.006724
     67 C                     0.001921
     68 C                    -0.015244
     69 C                    -0.005508
     70 C                    -0.044685
     71 C                    -0.190240
     72 C                    -0.191820
     73 C                    -0.214184
     74 C                     0.043192
     75 C                     0.056578
     76 C                     0.032061
     77 C                    -0.243493
     78 C                    -0.172354
     79 C                    -0.182503
     80 C                    -0.240599
     81 C                     0.071677
     82 C                    -0.030200
     83 C                    -0.015814
     84 C                    -0.177121
     85 C                    -0.194320
     86 C                    -0.168947
     87 C                    -0.187842
     88 C                    -0.184987
     89 C                    -0.038802
     90 C                     0.138536
     91 C                    -0.253843
     92 C                    -0.223453
     93 C                     0.035248
     94 C                     0.030340
     95 C                    -0.252613
     96 C                    -0.197377
     97 C                     0.055097
     98 C                    -0.097803
     99 C                     0.028123
    100 C                     0.003824
    101 C                    -0.194347
    102 C                    -0.167670
    103 C                    -0.203788
    104 C                    -0.161723
    105 C                    -0.202030
    106 C                     0.076339
    107 C                    -0.265460
    108 C                    -0.172169
    109 C                    -0.190748
    110 C                    -0.249536
    111 C                     0.094044
    112 C                    -0.042848
    113 C                     0.019292
    114 C                    -0.214065
    115 C                    -0.176074
    116 C                    -0.180020
    117 C                    -0.173090
    118 C                    -0.212709
    119 C                     0.063427
    120 C                     0.106077
    121 C                    -0.283237
    122 C                    -0.246339
    123 C                     0.034720
    124 C                     0.050857
    125 C                    -0.228262
    126 C                    -0.235634
    127 C                     0.102767
    128 C                    -0.053996
    129 C                    -0.210866
    130 C                     0.137060
    131 C                     0.065045
    132 C                    -0.122025
    133 C                    -0.227845
    134 C                    -0.164107
    135 H                     0.176563
    136 H                     0.189990
    137 H                     0.195391
    138 H                     0.192423
    139 H                     0.181726
    140 H                     0.177323
    141 H                     0.190968
    142 H                     0.193916
    143 H                     0.179975
    144 H                     0.184302
    145 H                     0.187670
    146 H                     0.188904
    147 H                     0.195433
    148 H                     0.205283
    149 H                     0.184072
    150 H                     0.197123
    151 H                     0.193160
    152 H                     0.187513
    153 H                     0.167573
    154 H                     0.196396
    155 H                     0.183310
    156 H                     0.192954
    157 H                     0.180861
    158 H                     0.181584
    159 H                     0.192878
    160 H                     0.183164
    161 H                     0.188384
    162 H                     0.175304
    163 H                     0.188150
    164 H                     0.183743
    165 H                     0.200352
    166 H                     0.181606
    167 H                     0.207043
    168 H                     0.192503
    169 H                     0.190879
    170 H                     0.195675
  ----------------------------------------
 
         RPA Excited State 12:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.036087
      2 C                     0.014101
      3 C                    -0.044567
      4 C                    -0.011620
      5 C                     0.017169
      6 C                    -0.008508
      7 C                    -0.011911
      8 C                    -0.000015
      9 C                     0.047987
     10 C                    -0.055543
     11 C                    -0.027266
     12 C                     0.031832
     13 C                    -0.046013
     14 C                    -0.006671
     15 C                    -0.017495
     16 C                    -0.059502
     17 C                    -0.051462
     18 C                     0.016711
     19 C                    -0.018443
     20 C                     0.011647
     21 C                    -0.004419
     22 C                    -0.085505
     23 C                    -0.016898
     24 C                    -0.051146
     25 C                    -0.098984
     26 C                    -0.017522
     27 C                    -0.054160
     28 C                    -0.040757
     29 C                    -0.058544
     30 C                    -0.041061
     31 C                     0.092068
     32 C                     0.001692
     33 C                     0.086980
     34 C                     0.057099
     35 C                     0.006359
     36 C                     0.074905
     37 C                     0.076536
     38 C                    -0.000820
     39 C                     0.049668
     40 C                     0.062871
     41 C                    -0.030628
     42 C                    -0.029678
     43 C                    -0.067951
     44 C                    -0.029415
     45 C                    -0.080838
     46 C                     0.006391
     47 C                    -0.085033
     48 C                    -0.031980
     49 C                    -0.023190
     50 C                    -0.086145
     51 C                    -0.023860
     52 C                    -0.047032
     53 C                     0.003924
     54 C                    -0.003489
     55 C                     0.027589
     56 C                     0.011071
     57 C                    -0.008290
     58 C                    -0.026259
     59 C                    -0.067531
     60 C                    -0.056841
     61 C                    -0.014167
     62 C                    -0.008065
     63 C                     0.012550
     64 C                    -0.023650
     65 C                    -0.005085
     66 C                    -0.005501
     67 C                     0.007947
     68 C                    -0.016031
     69 C                    -0.002931
     70 C                    -0.038983
     71 C                    -0.167771
     72 C                    -0.188522
     73 C                    -0.202567
     74 C                     0.059384
     75 C                     0.121610
     76 C                     0.033143
     77 C                    -0.204092
     78 C                    -0.160282
     79 C                    -0.156729
     80 C                    -0.208714
     81 C                     0.077163
     82 C                     0.017631
     83 C                    -0.013311
     84 C                    -0.173805
     85 C                    -0.193711
     86 C                    -0.166672
     87 C                    -0.187166
     88 C                    -0.181109
     89 C                    -0.032015
     90 C                     0.139279
     91 C                    -0.239571
     92 C                    -0.217354
     93 C                     0.041417
     94 C                     0.058334
     95 C                    -0.251907
     96 C                    -0.171123
     97 C                     0.060276
     98 C                    -0.054590
     99 C                     0.099622
    100 C                     0.015580
    101 C                    -0.183155
    102 C                    -0.165812
    103 C                    -0.189419
    104 C                    -0.159824
    105 C                    -0.190711
    106 C                     0.077682
    107 C                    -0.224167
    108 C                    -0.155800
    109 C                    -0.165702
    110 C                    -0.207338
    111 C                     0.097287
    112 C                     0.005610
    113 C                     0.027337
    114 C                    -0.206100
    115 C                    -0.174652
    116 C                    -0.171356
    117 C                    -0.172142
    118 C                    -0.204665
    119 C                     0.075461
    120 C                     0.106357
    121 C                    -0.264535
    122 C                    -0.239758
    123 C                     0.042730
    124 C                     0.081228
    125 C                    -0.226527
    126 C                    -0.203413
    127 C                     0.107553
    128 C                    -0.003302
    129 C                    -0.206067
    130 C                     0.139524
    131 C                     0.066306
    132 C                    -0.119125
    133 C                    -0.211482
    134 C                    -0.162032
    135 H                     0.176540
    136 H                     0.190159
    137 H                     0.195416
    138 H                     0.192733
    139 H                     0.181816
    140 H                     0.177348
    141 H                     0.191017
    142 H                     0.194002
    143 H                     0.180142
    144 H                     0.184308
    145 H                     0.187909
    146 H                     0.189037
    147 H                     0.195441
    148 H                     0.205296
    149 H                     0.184156
    150 H                     0.197160
    151 H                     0.193180
    152 H                     0.187825
    153 H                     0.167586
    154 H                     0.196565
    155 H                     0.183706
    156 H                     0.193083
    157 H                     0.181158
    158 H                     0.181634
    159 H                     0.193024
    160 H                     0.183227
    161 H                     0.188515
    162 H                     0.175450
    163 H                     0.188288
    164 H                     0.183819
    165 H                     0.200430
    166 H                     0.181662
    167 H                     0.207068
    168 H                     0.192411
    169 H                     0.190943
    170 H                     0.195922
  ----------------------------------------
 
         RPA Excited State 13:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.038409
      2 C                    -0.005817
      3 C                    -0.044059
      4 C                    -0.018425
      5 C                     0.010471
      6 C                    -0.012862
      7 C                    -0.021116
      8 C                    -0.007056
      9 C                     0.051981
     10 C                    -0.031110
     11 C                    -0.021823
     12 C                     0.027148
     13 C                    -0.015216
     14 C                     0.028310
     15 C                    -0.006497
     16 C                    -0.043721
     17 C                    -0.009635
     18 C                     0.019989
     19 C                    -0.013326
     20 C                     0.009501
     21 C                     0.001424
     22 C                    -0.056102
     23 C                    -0.014396
     24 C                    -0.054262
     25 C                    -0.001088
     26 C                     0.007088
     27 C                    -0.037382
     28 C                     0.018454
     29 C                    -0.059961
     30 C                    -0.027470
     31 C                     0.101353
     32 C                     0.030032
     33 C                     0.106971
     34 C                     0.064549
     35 C                     0.012530
     36 C                     0.095332
     37 C                     0.085412
     38 C                     0.027313
     39 C                     0.056808
     40 C                     0.072472
     41 C                     0.022403
     42 C                    -0.045595
     43 C                    -0.080655
     44 C                    -0.026153
     45 C                    -0.038158
     46 C                     0.001514
     47 C                    -0.027672
     48 C                    -0.001775
     49 C                     0.034320
     50 C                    -0.036167
     51 C                    -0.004545
     52 C                    -0.018797
     53 C                     0.007025
     54 C                    -0.006129
     55 C                     0.015697
     56 C                     0.002880
     57 C                     0.013596
     58 C                    -0.015155
     59 C                    -0.016602
     60 C                     0.000604
     61 C                     0.017213
     62 C                     0.009583
     63 C                     0.025978
     64 C                    -0.015014
     65 C                    -0.011030
     66 C                    -0.011252
     67 C                    -0.013304
     68 C                    -0.007391
     69 C                    -0.010643
     70 C                    -0.040172
     71 C                    -0.190565
     72 C                    -0.191972
     73 C                    -0.214324
     74 C                     0.042976
     75 C                     0.056385
     76 C                     0.032116
     77 C                    -0.243608
     78 C                    -0.172440
     79 C                    -0.182486
     80 C                    -0.240768
     81 C                     0.071726
     82 C                    -0.030479
     83 C                    -0.015829
     84 C                    -0.177141
     85 C                    -0.194323
     86 C                    -0.168962
     87 C                    -0.187846
     88 C                    -0.185010
     89 C                    -0.038830
     90 C                     0.138496
     91 C                    -0.253905
     92 C                    -0.223510
     93 C                     0.035195
     94 C                     0.030336
     95 C                    -0.252594
     96 C                    -0.197410
     97 C                     0.055140
     98 C                    -0.097853
     99 C                     0.027737
    100 C                     0.003773
    101 C                    -0.194405
    102 C                    -0.167684
    103 C                    -0.203865
    104 C                    -0.161729
    105 C                    -0.202096
    106 C                     0.076359
    107 C                    -0.265674
    108 C                    -0.172307
    109 C                    -0.190825
    110 C                    -0.249818
    111 C                     0.094057
    112 C                    -0.043191
    113 C                     0.019441
    114 C                    -0.214037
    115 C                    -0.175981
    116 C                    -0.179874
    117 C                    -0.172891
    118 C                    -0.212743
    119 C                     0.063374
    120 C                     0.106099
    121 C                    -0.283451
    122 C                    -0.246435
    123 C                     0.034739
    124 C                     0.050825
    125 C                    -0.228262
    126 C                    -0.235750
    127 C                     0.102804
    128 C                    -0.054090
    129 C                    -0.210861
    130 C                     0.137130
    131 C                     0.065071
    132 C                    -0.121931
    133 C                    -0.227820
    134 C                    -0.164227
    135 H                     0.176534
    136 H                     0.189989
    137 H                     0.195391
    138 H                     0.192421
    139 H                     0.181726
    140 H                     0.177322
    141 H                     0.190968
    142 H                     0.193915
    143 H                     0.179974
    144 H                     0.184302
    145 H                     0.187669
    146 H                     0.188903
    147 H                     0.195433
    148 H                     0.205283
    149 H                     0.184072
    150 H                     0.197123
    151 H                     0.193160
    152 H                     0.187511
    153 H                     0.167573
    154 H                     0.196395
    155 H                     0.183308
    156 H                     0.192953
    157 H                     0.180858
    158 H                     0.181583
    159 H                     0.192878
    160 H                     0.183164
    161 H                     0.188383
    162 H                     0.175401
    163 H                     0.188144
    164 H                     0.183744
    165 H                     0.200342
    166 H                     0.181508
    167 H                     0.207055
    168 H                     0.192485
    169 H                     0.190877
    170 H                     0.195675
  ----------------------------------------
 
         RPA Excited State 14:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.026611
      2 C                    -0.015375
      3 C                    -0.046172
      4 C                    -0.004446
      5 C                    -0.012189
      6 C                    -0.012458
      7 C                     0.001352
      8 C                     0.000626
      9 C                     0.042516
     10 C                    -0.021552
     11 C                     0.002202
     12 C                     0.030679
     13 C                    -0.012905
     14 C                     0.043994
     15 C                    -0.024116
     16 C                    -0.032395
     17 C                    -0.016889
     18 C                     0.025002
     19 C                    -0.035659
     20 C                     0.011083
     21 C                    -0.019530
     22 C                    -0.054406
     23 C                    -0.012225
     24 C                    -0.046321
     25 C                    -0.028062
     26 C                    -0.005458
     27 C                    -0.008697
     28 C                     0.021960
     29 C                    -0.052724
     30 C                    -0.013389
     31 C                     0.098063
     32 C                     0.017956
     33 C                     0.099954
     34 C                     0.062788
     35 C                     0.010304
     36 C                     0.086423
     37 C                     0.083405
     38 C                     0.013869
     39 C                     0.051956
     40 C                     0.070352
     41 C                     0.013970
     42 C                    -0.039082
     43 C                    -0.051662
     44 C                    -0.046633
     45 C                    -0.043603
     46 C                    -0.003567
     47 C                    -0.023046
     48 C                     0.010376
     49 C                     0.017426
     50 C                    -0.041192
     51 C                     0.019750
     52 C                    -0.015898
     53 C                     0.005758
     54 C                     0.004407
     55 C                     0.045218
     56 C                     0.000839
     57 C                     0.010833
     58 C                    -0.011072
     59 C                    -0.004214
     60 C                    -0.002882
     61 C                    -0.010181
     62 C                     0.005014
     63 C                     0.013299
     64 C                    -0.000629
     65 C                    -0.017545
     66 C                     0.007496
     67 C                    -0.023580
     68 C                    -0.016296
     69 C                    -0.030345
     70 C                    -0.026800
     71 C                    -0.190633
     72 C                    -0.191984
     73 C                    -0.214333
     74 C                     0.042921
     75 C                     0.056064
     76 C                     0.032063
     77 C                    -0.243798
     78 C                    -0.172498
     79 C                    -0.182657
     80 C                    -0.240896
     81 C                     0.071653
     82 C                    -0.030673
     83 C                    -0.015840
     84 C                    -0.177154
     85 C                    -0.194326
     86 C                    -0.168971
     87 C                    -0.187848
     88 C                    -0.185026
     89 C                    -0.038902
     90 C                     0.138410
     91 C                    -0.253985
     92 C                    -0.223590
     93 C                     0.035108
     94 C                     0.030113
     95 C                    -0.252660
     96 C                    -0.197566
     97 C                     0.055015
     98 C                    -0.098131
     99 C                     0.027434
    100 C                     0.003718
    101 C                    -0.194453
    102 C                    -0.167691
    103 C                    -0.203927
    104 C                    -0.161739
    105 C                    -0.202144
    106 C                     0.076326
    107 C                    -0.265847
    108 C                    -0.172369
    109 C                    -0.190961
    110 C                    -0.249977
    111 C                     0.094015
    112 C                    -0.043387
    113 C                     0.019219
    114 C                    -0.214197
    115 C                    -0.176043
    116 C                    -0.180102
    117 C                    -0.173046
    118 C                    -0.212774
    119 C                     0.063206
    120 C                     0.106059
    121 C                    -0.283506
    122 C                    -0.246690
    123 C                     0.034653
    124 C                     0.050606
    125 C                    -0.228287
    126 C                    -0.235876
    127 C                     0.102748
    128 C                    -0.054441
    129 C                    -0.210969
    130 C                     0.137075
    131 C                     0.064997
    132 C                    -0.122022
    133 C                    -0.227949
    134 C                    -0.164222
    135 H                     0.176491
    136 H                     0.189988
    137 H                     0.195390
    138 H                     0.192420
    139 H                     0.181726
    140 H                     0.177322
    141 H                     0.190967
    142 H                     0.193915
    143 H                     0.179974
    144 H                     0.184302
    145 H                     0.187668
    146 H                     0.188903
    147 H                     0.195433
    148 H                     0.205283
    149 H                     0.184071
    150 H                     0.197123
    151 H                     0.193160
    152 H                     0.187510
    153 H                     0.167573
    154 H                     0.196394
    155 H                     0.183306
    156 H                     0.192953
    157 H                     0.180857
    158 H                     0.181583
    159 H                     0.192877
    160 H                     0.183163
    161 H                     0.188386
    162 H                     0.175360
    163 H                     0.188167
    164 H                     0.183742
    165 H                     0.200401
    166 H                     0.181128
    167 H                     0.207012
    168 H                     0.192525
    169 H                     0.190877
    170 H                     0.195673
  ----------------------------------------
 
         RPA Excited State 15:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.042412
      2 C                    -0.003603
      3 C                    -0.037134
      4 C                    -0.040541
      5 C                     0.008192
      6 C                    -0.037753
      7 C                    -0.025718
      8 C                    -0.037841
      9 C                     0.047503
     10 C                    -0.073571
     11 C                    -0.030008
     12 C                    -0.000208
     13 C                    -0.018909
     14 C                     0.002410
     15 C                    -0.025875
     16 C                    -0.071748
     17 C                    -0.043958
     18 C                     0.009605
     19 C                    -0.017174
     20 C                     0.017938
     21 C                    -0.000944
     22 C                    -0.047478
     23 C                    -0.011017
     24 C                    -0.057534
     25 C                    -0.054426
     26 C                     0.004467
     27 C                    -0.041873
     28 C                    -0.004591
     29 C                    -0.062617
     30 C                    -0.033626
     31 C                     0.074109
     32 C                     0.000820
     33 C                     0.076065
     34 C                     0.049958
     35 C                    -0.009162
     36 C                     0.057510
     37 C                     0.071826
     38 C                    -0.015453
     39 C                     0.013821
     40 C                     0.064409
     41 C                    -0.017706
     42 C                    -0.033958
     43 C                    -0.068110
     44 C                    -0.029260
     45 C                    -0.038873
     46 C                     0.010640
     47 C                    -0.034840
     48 C                    -0.028118
     49 C                     0.011261
     50 C                    -0.053450
     51 C                    -0.030773
     52 C                    -0.044822
     53 C                    -0.002912
     54 C                    -0.000817
     55 C                     0.018468
     56 C                    -0.011846
     57 C                    -0.030369
     58 C                    -0.029867
     59 C                    -0.038959
     60 C                    -0.005478
     61 C                    -0.006753
     62 C                    -0.026907
     63 C                     0.002063
     64 C                    -0.023369
     65 C                    -0.034890
     66 C                    -0.001935
     67 C                    -0.008546
     68 C                    -0.006642
     69 C                    -0.013820
     70 C                    -0.050031
     71 C                    -0.180913
     72 C                    -0.190876
     73 C                    -0.207606
     74 C                     0.048073
     75 C                     0.110241
     76 C                     0.041668
     77 C                    -0.223058
     78 C                    -0.156678
     79 C                    -0.166817
     80 C                    -0.219575
     81 C                     0.080138
     82 C                     0.025594
     83 C                    -0.014340
     84 C                    -0.174138
     85 C                    -0.193529
     86 C                    -0.167234
     87 C                    -0.187392
     88 C                    -0.181417
     89 C                    -0.034473
     90 C                     0.191735
     91 C                    -0.242784
     92 C                    -0.185833
     93 C                     0.061017
     94 C                     0.058477
     95 C                    -0.216485
     96 C                    -0.185888
     97 C                     0.104320
     98 C                    -0.094502
     99 C                     0.076303
    100 C                     0.007839
    101 C                    -0.188920
    102 C                    -0.167247
    103 C                    -0.197821
    104 C                    -0.160585
    105 C                    -0.196519
    106 C                     0.083688
    107 C                    -0.248621
    108 C                    -0.156305
    109 C                    -0.178079
    110 C                    -0.226988
    111 C                     0.099824
    112 C                     0.003972
    113 C                     0.022138
    114 C                    -0.209354
    115 C                    -0.175403
    116 C                    -0.176224
    117 C                    -0.172905
    118 C                    -0.207861
    119 C                     0.066539
    120 C                     0.153264
    121 C                    -0.273093
    122 C                    -0.204979
    123 C                     0.059179
    124 C                     0.080089
    125 C                    -0.193647
    126 C                    -0.223713
    127 C                     0.153053
    128 C                    -0.050256
    129 C                    -0.207315
    130 C                     0.138717
    131 C                     0.067152
    132 C                    -0.119391
    133 C                    -0.219472
    134 C                    -0.163845
    135 H                     0.176466
    136 H                     0.190104
    137 H                     0.195394
    138 H                     0.192688
    139 H                     0.181757
    140 H                     0.177341
    141 H                     0.191022
    142 H                     0.193992
    143 H                     0.180128
    144 H                     0.184303
    145 H                     0.187880
    146 H                     0.188994
    147 H                     0.195465
    148 H                     0.205284
    149 H                     0.184097
    150 H                     0.197154
    151 H                     0.193238
    152 H                     0.187710
    153 H                     0.167576
    154 H                     0.196519
    155 H                     0.183509
    156 H                     0.192998
    157 H                     0.181035
    158 H                     0.181596
    159 H                     0.192955
    160 H                     0.183198
    161 H                     0.188508
    162 H                     0.175262
    163 H                     0.188323
    164 H                     0.183806
    165 H                     0.200284
    166 H                     0.181405
    167 H                     0.207106
    168 H                     0.192382
    169 H                     0.190901
    170 H                     0.195842
  ----------------------------------------
 
         RPA Excited State 16:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.034894
      2 C                     0.004923
      3 C                    -0.039346
      4 C                    -0.027877
      5 C                     0.009876
      6 C                    -0.014023
      7 C                    -0.020258
      8 C                    -0.006437
      9 C                     0.081221
     10 C                    -0.052856
     11 C                    -0.037657
     12 C                     0.025110
     13 C                    -0.011940
     14 C                     0.016599
     15 C                    -0.015350
     16 C                    -0.033546
     17 C                    -0.007266
     18 C                     0.025860
     19 C                    -0.000149
     20 C                     0.024404
     21 C                     0.028312
     22 C                    -0.040371
     23 C                    -0.005804
     24 C                    -0.070078
     25 C                    -0.055405
     26 C                     0.028015
     27 C                    -0.053632
     28 C                     0.001601
     29 C                    -0.069994
     30 C                    -0.002554
     31 C                     0.118357
     32 C                     0.008440
     33 C                     0.089911
     34 C                     0.070483
     35 C                     0.022633
     36 C                     0.099767
     37 C                     0.077441
     38 C                     0.017274
     39 C                     0.077311
     40 C                     0.071346
     41 C                    -0.036445
     42 C                     0.002061
     43 C                    -0.089227
     44 C                    -0.006495
     45 C                    -0.036708
     46 C                     0.016798
     47 C                    -0.011186
     48 C                    -0.043508
     49 C                     0.007273
     50 C                    -0.015074
     51 C                     0.001038
     52 C                    -0.017942
     53 C                     0.010320
     54 C                     0.016874
     55 C                     0.008301
     56 C                    -0.001932
     57 C                    -0.008676
     58 C                    -0.025430
     59 C                    -0.024801
     60 C                     0.013936
     61 C                     0.015350
     62 C                     0.002423
     63 C                     0.049774
     64 C                    -0.019306
     65 C                    -0.016099
     66 C                    -0.006172
     67 C                    -0.014832
     68 C                    -0.009767
     69 C                    -0.005409
     70 C                    -0.045982
     71 C                    -0.190556
     72 C                    -0.191926
     73 C                    -0.214335
     74 C                     0.042982
     75 C                     0.056096
     76 C                     0.032312
     77 C                    -0.243805
     78 C                    -0.172276
     79 C                    -0.182576
     80 C                    -0.240834
     81 C                     0.071850
     82 C                    -0.030474
     83 C                    -0.015822
     84 C                    -0.177139
     85 C                    -0.194323
     86 C                    -0.168954
     87 C                    -0.187845
     88 C                    -0.185005
     89 C                    -0.038413
     90 C                     0.138892
     91 C                    -0.253771
     92 C                    -0.223405
     93 C                     0.035640
     94 C                     0.030307
     95 C                    -0.252372
     96 C                    -0.197550
     97 C                     0.055369
     98 C                    -0.098006
     99 C                     0.027494
    100 C                     0.003723
    101 C                    -0.194445
    102 C                    -0.167688
    103 C                    -0.203918
    104 C                    -0.161737
    105 C                    -0.202134
    106 C                     0.076505
    107 C                    -0.265814
    108 C                    -0.172069
    109 C                    -0.190918
    110 C                    -0.249785
    111 C                     0.094198
    112 C                    -0.043058
    113 C                     0.019337
    114 C                    -0.213892
    115 C                    -0.176094
    116 C                    -0.179917
    117 C                    -0.173003
    118 C                    -0.212732
    119 C                     0.064031
    120 C                     0.106214
    121 C                    -0.283359
    122 C                    -0.246376
    123 C                     0.034943
    124 C                     0.050758
    125 C                    -0.228228
    126 C                    -0.235869
    127 C                     0.102869
    128 C                    -0.053991
    129 C                    -0.210549
    130 C                     0.137294
    131 C                     0.065269
    132 C                    -0.121732
    133 C                    -0.227917
    134 C                    -0.164200
    135 H                     0.176606
    136 H                     0.189988
    137 H                     0.195391
    138 H                     0.192420
    139 H                     0.181726
    140 H                     0.177323
    141 H                     0.190968
    142 H                     0.193915
    143 H                     0.179974
    144 H                     0.184302
    145 H                     0.187669
    146 H                     0.188903
    147 H                     0.195433
    148 H                     0.205283
    149 H                     0.184072
    150 H                     0.197123
    151 H                     0.193160
    152 H                     0.187510
    153 H                     0.167573
    154 H                     0.196394
    155 H                     0.183306
    156 H                     0.192952
    157 H                     0.180859
    158 H                     0.181583
    159 H                     0.192879
    160 H                     0.183165
    161 H                     0.188382
    162 H                     0.175279
    163 H                     0.188173
    164 H                     0.183742
    165 H                     0.200303
    166 H                     0.181627
    167 H                     0.207104
    168 H                     0.192477
    169 H                     0.190878
    170 H                     0.195675
  ----------------------------------------
 
         RPA Excited State 17:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.043205
      2 C                    -0.002284
      3 C                    -0.042234
      4 C                    -0.035149
      5 C                     0.012677
      6 C                    -0.017197
      7 C                    -0.038679
      8 C                    -0.027446
      9 C                     0.049447
     10 C                    -0.049999
     11 C                    -0.041618
     12 C                     0.021536
     13 C                    -0.019551
     14 C                     0.018746
     15 C                    -0.018007
     16 C                    -0.030720
     17 C                    -0.010750
     18 C                     0.014847
     19 C                    -0.023232
     20 C                     0.017006
     21 C                    -0.007656
     22 C                    -0.043551
     23 C                    -0.015872
     24 C                    -0.093513
     25 C                    -0.052901
     26 C                     0.007189
     27 C                    -0.058921
     28 C                    -0.000464
     29 C                    -0.098820
     30 C                    -0.050951
     31 C                     0.091308
     32 C                     0.002023
     33 C                     0.084397
     34 C                     0.058448
     35 C                     0.005879
     36 C                     0.075953
     37 C                     0.075429
     38 C                     0.001673
     39 C                     0.046628
     40 C                     0.065719
     41 C                    -0.034115
     42 C                    -0.074698
     43 C                    -0.111692
     44 C                    -0.031423
     45 C                    -0.040372
     46 C                     0.002262
     47 C                    -0.034532
     48 C                    -0.044052
     49 C                     0.011991
     50 C                    -0.052335
     51 C                     0.003587
     52 C                    -0.020746
     53 C                     0.001488
     54 C                    -0.005051
     55 C                    -0.012222
     56 C                    -0.021192
     57 C                    -0.012912
     58 C                    -0.043652
     59 C                    -0.026649
     60 C                    -0.007695
     61 C                    -0.009557
     62 C                    -0.021605
     63 C                     0.012559
     64 C                    -0.031825
     65 C                    -0.017821
     66 C                    -0.022933
     67 C                    -0.013694
     68 C                    -0.016024
     69 C                    -0.008160
     70 C                    -0.064270
     71 C                    -0.189467
     72 C                    -0.191723
     73 C                    -0.213671
     74 C                     0.043996
     75 C                     0.060622
     76 C                     0.066217
     77 C                    -0.242121
     78 C                    -0.146247
     79 C                    -0.168175
     80 C                    -0.233613
     81 C                     0.098175
     82 C                    -0.009288
     83 C                    -0.013930
     84 C                    -0.175274
     85 C                    -0.194118
     86 C                    -0.167068
     87 C                    -0.187300
     88 C                    -0.183081
     89 C                     0.024009
     90 C                     0.179505
     91 C                    -0.239596
     92 C                    -0.206318
     93 C                     0.078281
     94 C                     0.050638
     95 C                    -0.237677
     96 C                    -0.193375
     97 C                     0.081481
     98 C                    -0.077828
     99 C                     0.030265
    100 C                     0.004093
    101 C                    -0.194119
    102 C                    -0.167602
    103 C                    -0.203647
    104 C                    -0.161564
    105 C                    -0.201897
    106 C                     0.096718
    107 C                    -0.264211
    108 C                    -0.145083
    109 C                    -0.184149
    110 C                    -0.237121
    111 C                     0.114335
    112 C                    -0.019389
    113 C                     0.027023
    114 C                    -0.209512
    115 C                    -0.174631
    116 C                    -0.173238
    117 C                    -0.172508
    118 C                    -0.207136
    119 C                     0.127909
    120 C                     0.127370
    121 C                    -0.264599
    122 C                    -0.241258
    123 C                     0.063839
    124 C                     0.069691
    125 C                    -0.218584
