          Ground-State Mulliken Net Atomic Charges
    140 H                     0.185368
    141 H                     0.181923
    142 H                     0.193745
    143 H                     0.178805
    144 H                     0.184223
    145 H                     0.179098
    146 H                     0.195563
    147 H                     0.204063
    148 H                     0.188591
    149 H                     0.188872
    150 H                     0.204294
    151 H                     0.193029
    152 H                     0.184650
    153 H                     0.189883
    154 H                     0.182921
    155 H                     0.192080
    156 H                     0.196963
    157 H                     0.174107
    158 H                     0.190172
    159 H                     0.192804
    160 H                     0.189164
    161 H                     0.193709
    162 H                     0.180108
    163 H                     0.187307
    164 H                     0.194972
    165 H                     0.197090
    166 H                     0.193652
    167 H                     0.183677
    168 H                     0.214238
    169 H                     0.190154
    170 H                     0.181242
  ----------------------------------------
 
         RPA Excited State 31:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.005965
      2 C                     0.042246
      3 C                    -0.032510
      4 C                    -0.020923
      5 C                     0.002160
      6 C                     0.015414
      7 C                     0.002620
      8 C                    -0.039800
      9 C                     0.043464
     10 C                    -0.062114
     11 C                    -0.064976
     12 C                    -0.022466
     13 C                     0.012546
     14 C                     0.002638
     15 C                     0.050057
     16 C                    -0.008418
     17 C                    -0.058810
     18 C                     0.077619
     19 C                    -0.004983
     20 C                    -0.011326
     21 C                     0.023664
     22 C                    -0.048675
     23 C                     0.002021
     24 C                    -0.005805
     25 C                    -0.065453
     26 C                     0.009711
     27 C                    -0.058098
     28 C                    -0.050644
     29 C                    -0.030927
     30 C                    -0.006789
     31 C                     0.020456
     32 C                     0.108803
     33 C                     0.001379
     34 C                     0.137553
     35 C                     0.022937
     36 C                     0.105519
     37 C                     0.064267
     38 C                     0.013816
     39 C                     0.088849
     40 C                     0.029979
     41 C                    -0.012708
     42 C                     0.006018
     43 C                    -0.021071
     44 C                    -0.040265
     45 C                    -0.063733
     46 C                    -0.007587
     47 C                    -0.027890
     48 C                    -0.090659
     49 C                    -0.011952
     50 C                    -0.068908
     51 C                     0.024248
     52 C                    -0.011588
     53 C                     0.033264
     54 C                     0.048838
     55 C                    -0.020571
     56 C                    -0.030335
     57 C                    -0.034477
     58 C                    -0.025722
     59 C                     0.004128
     60 C                     0.041309
     61 C                     0.052550
     62 C                     0.002178
     63 C                    -0.029684
     64 C                    -0.002745
     65 C                     0.004980
     66 C                    -0.000396
     67 C                    -0.012899
     68 C                     0.007448
     69 C                    -0.006463
     70 C                    -0.007612
     71 C                    -0.165380
     72 C                    -0.198020
     73 C                    -0.177470
     74 C                     0.004351
     75 C                    -0.053748
     76 C                     0.080239
     77 C                    -0.236370
     78 C                    -0.198096
     79 C                    -0.159007
     80 C                    -0.276807
     81 C                     0.031382
     82 C                     0.093905
     83 C                    -0.018087
     84 C                    -0.173525
     85 C                    -0.190005
     86 C                    -0.157087
     87 C                    -0.185197
     88 C                    -0.198461
     89 C                    -0.119646
     90 C                     0.109023
     91 C                    -0.222229
     92 C                    -0.238377
     93 C                     0.052070
     94 C                     0.028903
     95 C                    -0.237702
     96 C                    -0.220590
     97 C                     0.078269
     98 C                    -0.071691
     99 C                     0.071872
    100 C                    -0.009217
    101 C                    -0.191423
    102 C                    -0.200672
    103 C                    -0.172881
    104 C                    -0.185856
    105 C                    -0.184060
    106 C                     0.036595
    107 C                    -0.274497
    108 C                    -0.195199
    109 C                    -0.186100
    110 C                    -0.233952
    111 C                     0.112169
    112 C                    -0.062263
    113 C                    -0.005124
    114 C                    -0.188190
    115 C                    -0.180026
    116 C                    -0.182449
    117 C                    -0.174404
    118 C                    -0.221373
    119 C                     0.027521
    120 C                     0.140604
    121 C                    -0.245489
    122 C                    -0.255795
    123 C                     0.019632
    124 C                     0.081361
    125 C                    -0.247347
    126 C                    -0.218179
    127 C                     0.124383
    128 C                    -0.009852
    129 C                    -0.124547
    130 C                    -0.009939
    131 C                     0.107765
    132 C                    -0.167562
    133 C                    -0.171210
    134 C                    -0.204893
    135 H                     0.190253
    136 H                     0.182179
    137 H                     0.193973
    138 H                     0.200186
    139 H                     0.170950
    140 H                     0.185367
    141 H                     0.181918
    142 H                     0.193736
    143 H                     0.178797
    144 H                     0.184221
    145 H                     0.179117
    146 H                     0.195179
    147 H                     0.204064
    148 H                     0.188598
    149 H                     0.188874
    150 H                     0.204289
    151 H                     0.193024
    152 H                     0.184646
    153 H                     0.189882
    154 H                     0.182913
    155 H                     0.192080
    156 H                     0.196963
    157 H                     0.174108
    158 H                     0.190172
    159 H                     0.192797
    160 H                     0.188830
    161 H                     0.193707
    162 H                     0.180104
    163 H                     0.187301
    164 H                     0.194962
    165 H                     0.197071
    166 H                     0.193650
    167 H                     0.183672
    168 H                     0.214235
    169 H                     0.190153
    170 H                     0.181240
  ----------------------------------------
 
         RPA Excited State 32:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.034943
      2 C                     0.041383
      3 C                    -0.053107
      4 C                    -0.017100
      5 C                    -0.006036
      6 C                    -0.008556
      7 C                     0.033882
      8 C                    -0.028773
      9 C                     0.022207
     10 C                    -0.005725
     11 C                    -0.012440
     12 C                    -0.009910
     13 C                     0.019318
     14 C                     0.014057
     15 C                     0.044518
     16 C                    -0.024090
     17 C                    -0.074053
     18 C                     0.023371
     19 C                    -0.027066
     20 C                    -0.056596
     21 C                    -0.040240
     22 C                    -0.055656
     23 C                    -0.058373
     24 C                     0.014121
     25 C                    -0.058803
     26 C                    -0.005073
     27 C                    -0.010597
     28 C                    -0.043868
     29 C                    -0.014045
     30 C                    -0.000522
     31 C                     0.023797
     32 C                     0.106659
     33 C                     0.012402
     34 C                     0.140443
     35 C                     0.031838
     36 C                     0.107068
     37 C                     0.072734
     38 C                     0.014150
     39 C                     0.100546
     40 C                     0.034488
     41 C                     0.014765
     42 C                    -0.037944
     43 C                    -0.029145
     44 C                    -0.067977
     45 C                    -0.085047
     46 C                    -0.006571
     47 C                    -0.004861
     48 C                    -0.042639
     49 C                    -0.042509
     50 C                    -0.046060
     51 C                     0.011628
     52 C                    -0.010772
     53 C                     0.009294
     54 C                     0.047092
     55 C                    -0.007516
     56 C                    -0.019924
     57 C                    -0.005890
     58 C                     0.016179
     59 C                     0.017043
     60 C                     0.061419
     61 C                    -0.012504
     62 C                     0.014101
     63 C                     0.019421
     64 C                     0.045279
     65 C                    -0.013331
     66 C                    -0.005290
     67 C                    -0.030385
     68 C                    -0.036792
     69 C                    -0.002507
     70 C                    -0.012460
     71 C                    -0.165230
     72 C                    -0.198050
     73 C                    -0.177360
     74 C                     0.004511
     75 C                    -0.053592
     76 C                     0.080255
     77 C                    -0.235608
     78 C                    -0.197329
     79 C                    -0.159068
     80 C                    -0.275621
     81 C                     0.031541
     82 C                     0.094739
     83 C                    -0.017822
     84 C                    -0.173003
     85 C                    -0.189990
     86 C                    -0.156641
     87 C                    -0.184892
     88 C                    -0.198166
     89 C                    -0.117295
     90 C                     0.109985
     91 C                    -0.222308
     92 C                    -0.238950
     93 C                     0.053000
     94 C                     0.029571
     95 C                    -0.235629
     96 C                    -0.220454
     97 C                     0.079501
     98 C                    -0.071230
     99 C                     0.072094
    100 C                    -0.009084
    101 C                    -0.191357
    102 C                    -0.200642
    103 C                    -0.172717
    104 C                    -0.185838
    105 C                    -0.183934
    106 C                     0.036800
    107 C                    -0.273894
    108 C                    -0.194338
    109 C                    -0.186019
    110 C                    -0.233189
    111 C                     0.112535
    112 C                    -0.061718
    113 C                    -0.004826
    114 C                    -0.187499
    115 C                    -0.179888
    116 C                    -0.182237
    117 C                    -0.173967
    118 C                    -0.221343
    119 C                     0.029180
    120 C                     0.141755
    121 C                    -0.245496
    122 C                    -0.254304
    123 C                     0.020034
    124 C                     0.082392
    125 C                    -0.244572
    126 C                    -0.218340
    127 C                     0.125681
    128 C                    -0.009760
    129 C                    -0.125558
    130 C                    -0.009775
    131 C                     0.107275
    132 C                    -0.167693
    133 C                    -0.171197
    134 C                    -0.204873
    135 H                     0.190253
    136 H                     0.182169
    137 H                     0.193735
    138 H                     0.200189
    139 H                     0.170950
    140 H                     0.185368
    141 H                     0.181926
    142 H                     0.193751
    143 H                     0.178809
    144 H                     0.184225
    145 H                     0.179082
    146 H                     0.195538
    147 H                     0.204062
    148 H                     0.188602
    149 H                     0.188872
    150 H                     0.204289
    151 H                     0.193024
    152 H                     0.184646
    153 H                     0.189883
    154 H                     0.182914
    155 H                     0.192083
    156 H                     0.196964
    157 H                     0.174109
    158 H                     0.190173
    159 H                     0.192804
    160 H                     0.189365
    161 H                     0.193711
    162 H                     0.180113
    163 H                     0.187309
    164 H                     0.194974
    165 H                     0.197078
    166 H                     0.193650
    167 H                     0.183685
    168 H                     0.214238
    169 H                     0.190152
    170 H                     0.181239
  ----------------------------------------
 
         RPA Excited State 33:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.034622
      2 C                     0.049559
      3 C                    -0.055696
      4 C                    -0.019256
      5 C                     0.002496
      6 C                     0.030502
      7 C                     0.014696
      8 C                    -0.006417
      9 C                     0.019784
     10 C                    -0.012003
     11 C                    -0.011437
     12 C                    -0.021408
     13 C                     0.005626
     14 C                    -0.005960
     15 C                     0.062684
     16 C                    -0.003073
     17 C                    -0.073501
     18 C                     0.054810
     19 C                    -0.004419
     20 C                    -0.043534
     21 C                     0.000007
     22 C                    -0.060689
     23 C                    -0.031711
     24 C                     0.021011
     25 C                    -0.082381
     26 C                     0.001577
     27 C                    -0.031187
     28 C                    -0.072814
     29 C                    -0.017880
     30 C                    -0.019955
     31 C                     0.008987
     32 C                     0.110054
     33 C                     0.012786
     34 C                     0.129471
     35 C                     0.016705
     36 C                     0.109565
     37 C                     0.088135
     38 C                     0.018033
     39 C                     0.080978
     40 C                     0.047875
     41 C                     0.001347
     42 C                    -0.029693
     43 C                    -0.023320
     44 C                    -0.044916
     45 C                    -0.088503
     46 C                    -0.010804
     47 C                    -0.050664
     48 C                    -0.060640
     49 C                    -0.035420
     50 C                    -0.093303
     51 C                     0.027482
     52 C                    -0.024707
     53 C                     0.032329
     54 C                     0.052766
     55 C                    -0.011911
     56 C                    -0.011275
     57 C                    -0.021452
     58 C                     0.007426
     59 C                     0.008622
     60 C                     0.038299
     61 C                     0.011320
     62 C                    -0.008592
     63 C                    -0.025663
     64 C                    -0.004162
     65 C                    -0.008834
     66 C                    -0.022444
     67 C                    -0.019138
     68 C                    -0.019317
     69 C                    -0.006838
     70 C                    -0.016693
     71 C                    -0.164557
     72 C                    -0.197965
     73 C                    -0.176649
     74 C                     0.005243
     75 C                    -0.052030
     76 C                     0.080429
     77 C                    -0.232039
     78 C                    -0.194006
     79 C                    -0.158878
     80 C                    -0.270569
     81 C                     0.032578
     82 C                     0.098299
     83 C                    -0.016598
     84 C                    -0.171112
     85 C                    -0.189935
     86 C                    -0.154760
     87 C                    -0.183981
     88 C                    -0.197943
     89 C                    -0.107634
     90 C                     0.111446
     91 C                    -0.222056
     92 C                    -0.238342
     93 C                     0.053757
     94 C                     0.033112
     95 C                    -0.225809
     96 C                    -0.219882
     97 C                     0.084090
     98 C                    -0.071423
     99 C                     0.073150
    100 C                    -0.008619
    101 C                    -0.191104
    102 C                    -0.200550
    103 C                    -0.172141
    104 C                    -0.185744
    105 C                    -0.183454
    106 C                     0.037519
    107 C                    -0.270932
    108 C                    -0.189169
    109 C                    -0.186222
    110 C                    -0.228998
    111 C                     0.114588
    112 C                    -0.058813
    113 C                    -0.003947
    114 C                    -0.186012
    115 C                    -0.179873
    116 C                    -0.181170
    117 C                    -0.173021
    118 C                    -0.221045
    119 C                     0.038676
    120 C                     0.142174
    121 C                    -0.245339
    122 C                    -0.251372
    123 C                     0.019974
    124 C                     0.084928
    125 C                    -0.232759
    126 C                    -0.215852
    127 C                     0.129108
    128 C                    -0.009175
    129 C                    -0.120690
    130 C                    -0.006749
    131 C                     0.107848
    132 C                    -0.164702
    133 C                    -0.170993
    134 C                    -0.204712
    135 H                     0.190261
    136 H                     0.182176
    137 H                     0.193962
    138 H                     0.200199
    139 H                     0.170951
    140 H                     0.185376
    141 H                     0.181962
    142 H                     0.193750
    143 H                     0.178824
    144 H                     0.184218
    145 H                     0.179131
    146 H                     0.194724
    147 H                     0.204062
    148 H                     0.188603
    149 H                     0.188876
    150 H                     0.204291
    151 H                     0.193027
    152 H                     0.184649
    153 H                     0.189885
    154 H                     0.182920
    155 H                     0.192092
    156 H                     0.196968
    157 H                     0.174112
    158 H                     0.190176
    159 H                     0.192819
    160 H                     0.189371
    161 H                     0.193714
    162 H                     0.180138
    163 H                     0.187349
    164 H                     0.195002
    165 H                     0.197075
    166 H                     0.193656
    167 H                     0.183735
    168 H                     0.214260
    169 H                     0.190153
    170 H                     0.181241
  ----------------------------------------
 
         RPA Excited State 34:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.037023
      2 C                     0.057051
      3 C                    -0.031872
      4 C                    -0.026683
      5 C                     0.013824
      6 C                     0.028706
      7 C                     0.035606
      8 C                    -0.023772
      9 C                     0.058261
     10 C                    -0.024236
     11 C                    -0.017880
     12 C                    -0.008419
     13 C                    -0.009090
     14 C                     0.010069
     15 C                     0.050904
     16 C                    -0.016449
     17 C                    -0.077908
     18 C                     0.037541
     19 C                     0.006287
     20 C                    -0.047774
     21 C                     0.005570
     22 C                    -0.071871
     23 C                    -0.036355
     24 C                     0.026675
     25 C                    -0.074993
     26 C                    -0.016182
     27 C                    -0.019408
     28 C                    -0.064744
     29 C                    -0.009754
     30 C                    -0.008289
     31 C                     0.000761
     32 C                     0.108423
     33 C                     0.007098
     34 C                     0.139225
     35 C                     0.033152
     36 C                     0.101648
     37 C                     0.066650
     38 C                     0.013665
     39 C                     0.077592
     40 C                     0.031724
     41 C                     0.006343
     42 C                    -0.032187
     43 C                    -0.030194
     44 C                    -0.044887
     45 C                    -0.098931
     46 C                     0.010165
     47 C                    -0.045383
     48 C                    -0.046408
     49 C                    -0.045551
     50 C                    -0.078548
     51 C                     0.008938
     52 C                    -0.025994
     53 C                     0.035240
     54 C                     0.051670
     55 C                    -0.016996
     56 C                    -0.024517
     57 C                    -0.011279
     58 C                     0.006074
     59 C                     0.005261
     60 C                     0.021205
     61 C                    -0.005587
     62 C                    -0.014960
     63 C                     0.012333
     64 C                     0.001879
     65 C                    -0.015664
     66 C                    -0.025188
     67 C                    -0.017942
     68 C                    -0.016246
     69 C                     0.016582
     70 C                    -0.027870
     71 C                    -0.164375
     72 C                    -0.197798
     73 C                    -0.176587
     74 C                     0.005353
     75 C                    -0.051420
     76 C                     0.080260
     77 C                    -0.231716
     78 C                    -0.196424
     79 C                    -0.157696
     80 C                    -0.272186
     81 C                     0.031541
     82 C                     0.096344
     83 C                    -0.016883
     84 C                    -0.171954
     85 C                    -0.189959
     86 C                    -0.155510
     87 C                    -0.184386
     88 C                    -0.198148
     89 C                    -0.113718
     90 C                     0.112701
     91 C                    -0.222266
     92 C                    -0.236698
     93 C                     0.054313
     94 C                     0.031465
     95 C                    -0.229271
     96 C                    -0.220075
     97 C                     0.083548
     98 C                    -0.067714
     99 C                     0.075810
    100 C                    -0.007703
    101 C                    -0.190488
    102 C                    -0.200370
    103 C                    -0.170885
    104 C                    -0.185525
    105 C                    -0.182456
    106 C                     0.036930
    107 C                    -0.268273
    108 C                    -0.189987
    109 C                    -0.185436
    110 C                    -0.227397
    111 C                     0.113179
    112 C                    -0.057734
    113 C                    -0.004286
    114 C                    -0.186733
    115 C                    -0.179756
    116 C                    -0.181346
    117 C                    -0.173557
    118 C                    -0.220750
    119 C                     0.036428
    120 C                     0.144551
    121 C                    -0.245746
    122 C                    -0.250930
    123 C                     0.020969
    124 C                     0.082795
    125 C                    -0.238797
    126 C                    -0.217824
    127 C                     0.127461
    128 C                    -0.006098
    129 C                    -0.125104
    130 C                    -0.008748
    131 C                     0.107520
    132 C                    -0.167589
    133 C                    -0.170828
    134 C                    -0.204773
    135 H                     0.190269
    136 H                     0.182153
    137 H                     0.194078
    138 H                     0.200202
    139 H                     0.170958
    140 H                     0.185375
    141 H                     0.181949
    142 H                     0.193754
    143 H                     0.178829
    144 H                     0.184212
    145 H                     0.179109
    146 H                     0.194678
    147 H                     0.204062
    148 H                     0.188601
    149 H                     0.188876
    150 H                     0.204300
    151 H                     0.193034
    152 H                     0.184655
    153 H                     0.189891
    154 H                     0.182937
    155 H                     0.192114
    156 H                     0.196972
    157 H                     0.174111
    158 H                     0.190175
    159 H                     0.192806
    160 H                     0.189289
    161 H                     0.193710
    162 H                     0.180125
    163 H                     0.187345
    164 H                     0.195000
    165 H                     0.197085
    166 H                     0.193654
    167 H                     0.183685
    168 H                     0.214260
    169 H                     0.190153
    170 H                     0.181241
  ----------------------------------------
 
         RPA Excited State 35:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.021211
      2 C                     0.040757
      3 C                    -0.038238
      4 C                    -0.016152
      5 C                     0.001225
      6 C                     0.008491
      7 C                     0.006506
      8 C                    -0.015950
      9 C                     0.025693
     10 C                     0.005533
     11 C                     0.011971
     12 C                    -0.006579
     13 C                     0.033366
     14 C                     0.019411
     15 C                     0.059463
     16 C                    -0.020095
     17 C                    -0.089297
     18 C                     0.046642
     19 C                    -0.033803
     20 C                    -0.090771
     21 C                    -0.040440
     22 C                    -0.080371
     23 C                    -0.063735
     24 C                     0.013800
     25 C                    -0.051116
     26 C                    -0.028998
     27 C                    -0.009765
     28 C                    -0.047014
     29 C                    -0.021836
     30 C                    -0.005756
     31 C                     0.010734
     32 C                     0.107878
     33 C                     0.019102
     34 C                     0.126907
     35 C                     0.013745
     36 C                     0.117552
     37 C                     0.089970
     38 C                     0.020470
     39 C                     0.078835
     40 C                     0.049314
     41 C                     0.020303
     42 C                    -0.043490
     43 C                    -0.023861
     44 C                    -0.081734
     45 C                    -0.105640
     46 C                    -0.029567
     47 C                    -0.028952
     48 C                    -0.043447
     49 C                    -0.058054
     50 C                    -0.064878
     51 C                     0.018878
     52 C                    -0.031240
     53 C                     0.014277
     54 C                     0.029357
     55 C                    -0.019620
     56 C                    -0.007288
     57 C                    -0.004111
     58 C                     0.023824
     59 C                     0.025223
     60 C                     0.051974
     61 C                     0.018171
     62 C                    -0.016943
     63 C                    -0.026997
     64 C                     0.032038
     65 C                     0.005448
     66 C                     0.004944
     67 C                    -0.025253
     68 C                    -0.009090
     69 C                    -0.004858
     70 C                    -0.013596
     71 C                    -0.164673
     72 C                    -0.197931
     73 C                    -0.176917
     74 C                     0.005068
     75 C                    -0.052433
     76 C                     0.080257
     77 C                    -0.232495
     78 C                    -0.194783
     79 C                    -0.158896
     80 C                    -0.271468
     81 C                     0.032375
     82 C                     0.097147
     83 C                    -0.016898
     84 C                    -0.171479
     85 C                    -0.189928
     86 C                    -0.155204
     87 C                    -0.184067
     88 C                    -0.197991
     89 C                    -0.109846
     90 C                     0.111791
     91 C                    -0.222372
     92 C                    -0.236976
     93 C                     0.053985
     94 C                     0.032655
     95 C                    -0.227134
     96 C                    -0.220017
     97 C                     0.083571
     98 C                    -0.071351
     99 C                     0.073297
    100 C                    -0.008639
    101 C                    -0.191091
    102 C                    -0.200553
    103 C                    -0.172142
    104 C                    -0.185743
    105 C                    -0.183449
    106 C                     0.037537
    107 C                    -0.271011
    108 C                    -0.189386
    109 C                    -0.186175
    110 C                    -0.229065
    111 C                     0.114325
    112 C                    -0.058504
    113 C                    -0.003723
    114 C                    -0.185811
    115 C                    -0.179768
    116 C                    -0.181070
    117 C                    -0.172847
    118 C                    -0.220972
    119 C                     0.038230
    120 C                     0.142212
    121 C                    -0.244610
    122 C                    -0.250273
    123 C                     0.020115
    124 C                     0.085822
    125 C                    -0.235429
    126 C                    -0.217612
    127 C                     0.129171
    128 C                    -0.009080
    129 C                    -0.122590
    130 C                    -0.007767
    131 C                     0.107589
    132 C                    -0.165367
    133 C                    -0.170974
    134 C                    -0.204780
    135 H                     0.190257
    136 H                     0.182177
    137 H                     0.193656
    138 H                     0.200197
    139 H                     0.170951
    140 H                     0.185375
    141 H                     0.181955
    142 H                     0.193753
    143 H                     0.178816
    144 H                     0.184224
    145 H                     0.179092
    146 H                     0.195285
    147 H                     0.204062
    148 H                     0.188605
    149 H                     0.188874
    150 H                     0.204291
    151 H                     0.193028
    152 H                     0.184650
    153 H                     0.189885
    154 H                     0.182920
    155 H                     0.192092
    156 H                     0.196968
    157 H                     0.174112
    158 H                     0.190176
    159 H                     0.192823
    160 H                     0.189541
    161 H                     0.193721
    162 H                     0.180138
    163 H                     0.187348
    164 H                     0.195001
    165 H                     0.197081
    166 H                     0.193655
    167 H                     0.183727
    168 H                     0.214254
    169 H                     0.190153
    170 H                     0.181241
  ----------------------------------------
 
         RPA Excited State 36:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.036249
      2 C                     0.053707
      3 C                    -0.050614
      4 C                    -0.017350
      5 C                     0.006657
      6 C                     0.011208
      7 C                     0.010668
      8 C                    -0.016837
      9 C                     0.020621
     10 C                    -0.030960
     11 C                    -0.028917
     12 C                    -0.020142
     13 C                    -0.018246
     14 C                    -0.011512
     15 C                     0.051727
     16 C                    -0.005994
     17 C                    -0.077577
     18 C                     0.030470
     19 C                    -0.005589
     20 C                    -0.057965
     21 C                    -0.006125
     22 C                    -0.064586
     23 C                    -0.034889
     24 C                     0.021426
     25 C                    -0.097335
     26 C                    -0.003363
     27 C                    -0.033558
     28 C                    -0.080454
     29 C                    -0.017470
     30 C                    -0.028317
     31 C                    -0.005548
     32 C                     0.109696
     33 C                     0.007789
     34 C                     0.125253
     35 C                     0.015682
     36 C                     0.100796
     37 C                     0.079339
     38 C                     0.013077
     39 C                     0.066136
     40 C                     0.041857
     41 C                    -0.006665
     42 C                    -0.037304
     43 C                    -0.026393
     44 C                    -0.041111
     45 C                    -0.093290
     46 C                    -0.007978
     47 C                    -0.063453
     48 C                    -0.062816
     49 C                    -0.039354
     50 C                    -0.110741
     51 C                     0.022507
     52 C                    -0.032751
     53 C                     0.031460
     54 C                     0.044687
     55 C                    -0.019428
     56 C                    -0.013327
     57 C                    -0.029459
     58 C                    -0.000772
     59 C                    -0.007881
     60 C                     0.012040
     61 C                    -0.005585
     62 C                    -0.023527
     63 C                    -0.034751
     64 C                    -0.015205
     65 C                    -0.011766
     66 C                    -0.027426
     67 C                    -0.012826
     68 C                    -0.020835
     69 C                    -0.003008
     70 C                    -0.016937
     71 C                    -0.161204
     72 C                    -0.196122
     73 C                    -0.174931
     74 C                     0.008026
     75 C                    -0.042104
     76 C                     0.080713
     77 C                    -0.212957
     78 C                    -0.189019
     79 C                    -0.152352
     80 C                    -0.252799
     81 C                     0.032864
     82 C                     0.106238
     83 C                    -0.009715
     84 C                    -0.167324
     85 C                    -0.189542
     86 C                    -0.148642
     87 C                    -0.182796
     88 C                    -0.194258
     89 C                    -0.087051
     90 C                     0.129744
     91 C                    -0.219294
     92 C                    -0.201958
     93 C                     0.060444
     94 C                     0.042932
     95 C                    -0.216208
     96 C                    -0.220098
     97 C                     0.102047
     98 C                    -0.057199
     99 C                     0.085253
    100 C                    -0.004142
    101 C                    -0.187681
    102 C                    -0.199997
    103 C                    -0.165766
    104 C                    -0.184152
    105 C                    -0.178991
    106 C                     0.037546
    107 C                    -0.251187
    108 C                    -0.176374
    109 C                    -0.183512
    110 C                    -0.210062
    111 C                     0.116664
    112 C                    -0.048182
    113 C                     0.001100
    114 C                    -0.180677
    115 C                    -0.179585
    116 C                    -0.175863
    117 C                    -0.167675
    118 C                    -0.219986
    119 C                     0.062402
    120 C                     0.157341
    121 C                    -0.242984
    122 C                    -0.229348
    123 C                     0.024307
    124 C                     0.092699
    125 C                    -0.228891
    126 C                    -0.218004
    127 C                     0.142253
    128 C                     0.007374
    129 C                    -0.125593
    130 C                    -0.009890
    131 C                     0.107894
    132 C                    -0.167786
    133 C                    -0.168596
    134 C                    -0.204745
    135 H                     0.190305
    136 H                     0.182228
    137 H                     0.194052
    138 H                     0.200256
    139 H                     0.170991
    140 H                     0.185419
    141 H                     0.182075
    142 H                     0.193776
    143 H                     0.178861
    144 H                     0.184229
    145 H                     0.179129
    146 H                     0.194511
    147 H                     0.204084
    148 H                     0.188600
    149 H                     0.188887
    150 H                     0.204339
    151 H                     0.193083
    152 H                     0.184682
    153 H                     0.189918
    154 H                     0.182989
    155 H                     0.192248
    156 H                     0.197001
    157 H                     0.174125
    158 H                     0.190187
    159 H                     0.192873
    160 H                     0.189375
    161 H                     0.193734
    162 H                     0.180152
    163 H                     0.187440
    164 H                     0.195036
    165 H                     0.197093
    166 H                     0.193674
    167 H                     0.183683
    168 H                     0.214329
    169 H                     0.190163
    170 H                     0.181254
  ----------------------------------------
 
         RPA Excited State 37:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.032688
      2 C                     0.034365
      3 C                    -0.034074
      4 C                    -0.035514
      5 C                     0.007437
      6 C                    -0.004478
      7 C                    -0.002336
      8 C                    -0.028447
      9 C                     0.039158
     10 C                    -0.012298
     11 C                    -0.034313
     12 C                    -0.027577
     13 C                     0.016525
     14 C                     0.014467
     15 C                     0.051991
     16 C                    -0.005849
     17 C                    -0.061457
     18 C                     0.030167
     19 C                    -0.006938
     20 C                    -0.036994
     21 C                    -0.007041
     22 C                    -0.055438
     23 C                    -0.030556
     24 C                    -0.003514
     25 C                    -0.059966
     26 C                     0.008333
     27 C                    -0.039889
     28 C                    -0.044567
     29 C                    -0.032274
     30 C                    -0.022508
     31 C                     0.013780
     32 C                     0.115593
     33 C                     0.019827
     34 C                     0.122907
     35 C                     0.016542
     36 C                     0.102609
     37 C                     0.075993
     38 C                     0.011528
     39 C                     0.090601
     40 C                     0.030840
     41 C                    -0.002453
     42 C                    -0.057527
     43 C                    -0.041247
     44 C                    -0.034788
     45 C                    -0.063914
     46 C                    -0.002534
     47 C                    -0.014763
     48 C                    -0.066610
     49 C                    -0.019150
     50 C                    -0.062650
     51 C                     0.024689
     52 C                     0.001513
     53 C                     0.033629
     54 C                     0.069192
     55 C                    -0.024034
     56 C                    -0.028845
     57 C                    -0.014287
     58 C                    -0.004197
     59 C                     0.008710
     60 C                     0.067559
     61 C                     0.002102
     62 C                    -0.009044
     63 C                     0.030184
     64 C                     0.044435
     65 C                    -0.013604
     66 C                    -0.008988
     67 C                    -0.030441
     68 C                    -0.007558
     69 C                     0.021347
     70 C                    -0.036224
     71 C                    -0.165199
     72 C                    -0.197998
     73 C                    -0.177316
     74 C                     0.004534
     75 C                    -0.053507
     76 C                     0.080082
     77 C                    -0.235235
