          Ground-State Mulliken Net Atomic Charges
    125 C                    -0.246739
    126 C                    -0.217564
    127 C                     0.124765
    128 C                    -0.009161
    129 C                    -0.125524
    130 C                    -0.009520
    131 C                     0.107811
    132 C                    -0.167907
    133 C                    -0.171002
    134 C                    -0.204817
    135 H                     0.190255
    136 H                     0.182186
    137 H                     0.193924
    138 H                     0.200196
    139 H                     0.170952
    140 H                     0.185370
    141 H                     0.181936
    142 H                     0.193758
    143 H                     0.178827
    144 H                     0.184222
    145 H                     0.179122
    146 H                     0.195451
    147 H                     0.204073
    148 H                     0.188604
    149 H                     0.188877
    150 H                     0.204306
    151 H                     0.193039
    152 H                     0.184666
    153 H                     0.189884
    154 H                     0.182943
    155 H                     0.192078
    156 H                     0.196966
    157 H                     0.174112
    158 H                     0.190174
    159 H                     0.192802
    160 H                     0.189325
    161 H                     0.193707
    162 H                     0.180108
    163 H                     0.187321
    164 H                     0.194972
    165 H                     0.197081
    166 H                     0.193652
    167 H                     0.183674
    168 H                     0.214240
    169 H                     0.190159
    170 H                     0.181245
  ----------------------------------------
 
         RPA Excited State 11:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.030551
      2 C                     0.039331
      3 C                    -0.024626
      4 C                    -0.015564
      5 C                     0.001097
      6 C                    -0.001075
      7 C                     0.011152
      8 C                    -0.042471
      9 C                     0.029795
     10 C                    -0.001392
     11 C                    -0.012052
     12 C                    -0.019012
     13 C                     0.021717
     14 C                     0.043248
     15 C                     0.053706
     16 C                    -0.015022
     17 C                    -0.074156
     18 C                     0.024038
     19 C                    -0.030968
     20 C                    -0.093676
     21 C                    -0.044628
     22 C                    -0.070946
     23 C                    -0.057393
     24 C                     0.028088
     25 C                    -0.019947
     26 C                    -0.014039
     27 C                     0.018083
     28 C                    -0.019738
     29 C                    -0.016845
     30 C                     0.030605
     31 C                    -0.008488
     32 C                     0.105387
     33 C                     0.003000
     34 C                     0.122957
     35 C                     0.014314
     36 C                     0.103540
     37 C                     0.068254
     38 C                     0.014462
     39 C                     0.062298
     40 C                     0.028476
     41 C                     0.037739
     42 C                    -0.049658
     43 C                    -0.005966
     44 C                    -0.078809
     45 C                    -0.096582
     46 C                    -0.035569
     47 C                     0.000454
     48 C                    -0.003383
     49 C                    -0.039125
     50 C                    -0.034421
     51 C                     0.002569
     52 C                    -0.017689
     53 C                     0.009202
     54 C                     0.022632
     55 C                     0.003195
     56 C                    -0.033504
     57 C                     0.005391
     58 C                     0.032639
     59 C                     0.019083
     60 C                     0.040620
     61 C                    -0.011429
     62 C                    -0.009451
     63 C                    -0.029400
     64 C                    -0.010304
     65 C                     0.009136
     66 C                    -0.007415
     67 C                    -0.030688
     68 C                    -0.000217
     69 C                    -0.007214
     70 C                    -0.012144
     71 C                    -0.164731
     72 C                    -0.198001
     73 C                    -0.176684
     74 C                     0.004967
     75 C                    -0.049881
     76 C                     0.080563
     77 C                    -0.232736
     78 C                    -0.195338
     79 C                    -0.158180
     80 C                    -0.272131
     81 C                     0.031410
     82 C                     0.100338
     83 C                    -0.016832
     84 C                    -0.172160
     85 C                    -0.189859
     86 C                    -0.155521
     87 C                    -0.185012
     88 C                    -0.196772
     89 C                    -0.114630
     90 C                     0.109186
     91 C                    -0.222074
     92 C                    -0.239249
     93 C                     0.053883
     94 C                     0.029910
     95 C                    -0.236678
     96 C                    -0.218807
     97 C                     0.079314
     98 C                    -0.070213
     99 C                     0.076700
    100 C                    -0.008510
    101 C                    -0.190853
    102 C                    -0.200435
    103 C                    -0.171854
    104 C                    -0.185782
    105 C                    -0.182960
    106 C                     0.037264
    107 C                    -0.270961
    108 C                    -0.191952
    109 C                    -0.185120
    110 C                    -0.229957
    111 C                     0.112450
    112 C                    -0.056549
    113 C                    -0.004297
    114 C                    -0.187334
    115 C                    -0.179960
    116 C                    -0.181749
    117 C                    -0.174079
    118 C                    -0.220915
    119 C                     0.031267
    120 C                     0.141799
    121 C                    -0.241450
    122 C                    -0.253302
    123 C                     0.022044
    124 C                     0.083151
    125 C                    -0.245994
    126 C                    -0.215781
    127 C                     0.125178
    128 C                    -0.009520
    129 C                    -0.124585
    130 C                    -0.009071
    131 C                     0.107379
    132 C                    -0.167617
    133 C                    -0.170966
    134 C                    -0.204751
    135 H                     0.190255
    136 H                     0.182168
    137 H                     0.193828
    138 H                     0.200200
    139 H                     0.170951
    140 H                     0.185371
    141 H                     0.181943
    142 H                     0.193766
    143 H                     0.178842
    144 H                     0.184224
    145 H                     0.179104
    146 H                     0.195615
    147 H                     0.204070
    148 H                     0.188609
    149 H                     0.188873
    150 H                     0.204301
    151 H                     0.193035
    152 H                     0.184661
    153 H                     0.189883
    154 H                     0.182933
    155 H                     0.192081
    156 H                     0.196966
    157 H                     0.174113
    158 H                     0.190175
    159 H                     0.192807
    160 H                     0.189382
    161 H                     0.193710
    162 H                     0.180111
    163 H                     0.187331
    164 H                     0.194979
    165 H                     0.197079
    166 H                     0.193658
    167 H                     0.183670
    168 H                     0.214243
    169 H                     0.190159
    170 H                     0.181246
  ----------------------------------------
 
         RPA Excited State 12:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.038900
      2 C                     0.039133
      3 C                    -0.031474
      4 C                    -0.036344
      5 C                     0.013209
      6 C                    -0.012661
      7 C                     0.007941
      8 C                    -0.035982
      9 C                     0.020112
     10 C                    -0.020475
     11 C                    -0.024955
     12 C                    -0.025400
     13 C                     0.005770
     14 C                     0.017233
     15 C                     0.049614
     16 C                    -0.000608
     17 C                    -0.065109
     18 C                     0.018768
     19 C                    -0.006180
     20 C                    -0.061289
     21 C                    -0.015310
     22 C                    -0.063513
     23 C                    -0.035676
     24 C                     0.020797
     25 C                    -0.068351
     26 C                    -0.006531
     27 C                    -0.003263
     28 C                    -0.039189
     29 C                    -0.023308
     30 C                    -0.006840
     31 C                    -0.008514
     32 C                     0.108393
     33 C                     0.003435
     34 C                     0.121014
     35 C                     0.013472
     36 C                     0.100586
     37 C                     0.067106
     38 C                     0.014750
     39 C                     0.063471
     40 C                     0.027325
     41 C                     0.006449
     42 C                    -0.049877
     43 C                    -0.020459
     44 C                    -0.048765
     45 C                    -0.089329
     46 C                    -0.010168
     47 C                    -0.027471
     48 C                    -0.021619
     49 C                    -0.031060
     50 C                    -0.081534
     51 C                     0.013610
     52 C                    -0.024502
     53 C                     0.030751
     54 C                     0.047822
     55 C                    -0.003832
     56 C                    -0.021924
     57 C                    -0.010635
     58 C                     0.020032
     59 C                     0.003852
     60 C                     0.025014
     61 C                    -0.002413
     62 C                    -0.020236
     63 C                    -0.034017
     64 C                    -0.019747
     65 C                    -0.013379
     66 C                    -0.024692
     67 C                    -0.023941
     68 C                    -0.005420
     69 C                     0.001152
     70 C                    -0.030633
     71 C                    -0.162794
     72 C                    -0.197729
     73 C                    -0.174521
     74 C                     0.006631
     75 C                    -0.036914
     76 C                     0.082294
     77 C                    -0.221854
     78 C                    -0.189219
     79 C                    -0.153296
     80 C                    -0.261055
     81 C                     0.032795
     82 C                     0.114662
     83 C                    -0.013936
     84 C                    -0.169542
     85 C                    -0.189457
     86 C                    -0.152032
     87 C                    -0.184785
     88 C                    -0.193858
     89 C                    -0.104754
     90 C                     0.110821
     91 C                    -0.216043
     92 C                    -0.237714
     93 C                     0.060941
     94 C                     0.034195
     95 C                    -0.234765
     96 C                    -0.213253
     97 C                     0.081035
     98 C                    -0.061876
     99 C                     0.091578
    100 C                    -0.006034
    101 C                    -0.188999
    102 C                    -0.199673
    103 C                    -0.168393
    104 C                    -0.185488
    105 C                    -0.179381
    106 C                     0.039248
    107 C                    -0.260382
    108 C                    -0.183910
    109 C                    -0.180854
    110 C                    -0.219370
    111 C                     0.113922
    112 C                    -0.042588
    113 C                    -0.002924
    114 C                    -0.185804
    115 C                    -0.179900
    116 C                    -0.180410
    117 C                    -0.173458
    118 C                    -0.219922
    119 C                     0.039886
    120 C                     0.144253
    121 C                    -0.236289
    122 C                    -0.251035
    123 C                     0.028506
    124 C                     0.088118
    125 C                    -0.243204
    126 C                    -0.211450
    127 C                     0.126398
    128 C                    -0.003424
    129 C                    -0.122891
    130 C                    -0.009511
    131 C                     0.109263
    132 C                    -0.165376
    133 C                    -0.169954
    134 C                    -0.204452
    135 H                     0.190265
    136 H                     0.182224
    137 H                     0.194012
    138 H                     0.200242
    139 H                     0.170969
    140 H                     0.185383
    141 H                     0.182006
    142 H                     0.193769
    143 H                     0.178897
    144 H                     0.184218
    145 H                     0.179170
    146 H                     0.195059
    147 H                     0.204101
    148 H                     0.188629
    149 H                     0.188880
    150 H                     0.204330
    151 H                     0.193075
    152 H                     0.184704
    153 H                     0.189890
    154 H                     0.182999
    155 H                     0.192085
    156 H                     0.196976
    157 H                     0.174124
    158 H                     0.190179
    159 H                     0.192823
    160 H                     0.189234
    161 H                     0.193746
    162 H                     0.180115
    163 H                     0.187399
    164 H                     0.195003
    165 H                     0.197088
    166 H                     0.193653
    167 H                     0.183684
    168 H                     0.214267
    169 H                     0.190176
    170 H                     0.181270
  ----------------------------------------
 
         RPA Excited State 13:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.047675
      2 C                     0.026125
      3 C                    -0.034193
      4 C                    -0.054359
      5 C                     0.010598
      6 C                    -0.024104
      7 C                    -0.013731
      8 C                    -0.049899
      9 C                     0.023501
     10 C                    -0.035547
     11 C                    -0.040445
     12 C                    -0.037071
     13 C                     0.026686
     14 C                     0.018106
     15 C                     0.046344
     16 C                    -0.006500
     17 C                    -0.059018
     18 C                     0.014444
     19 C                    -0.004085
     20 C                    -0.057367
     21 C                    -0.013541
     22 C                    -0.050663
     23 C                    -0.036283
     24 C                    -0.007469
     25 C                    -0.045990
     26 C                     0.014564
     27 C                    -0.034489
     28 C                    -0.025816
     29 C                    -0.041858
     30 C                    -0.030086
     31 C                    -0.009205
     32 C                     0.107620
     33 C                     0.001992
     34 C                     0.120709
     35 C                     0.012003
     36 C                     0.100550
     37 C                     0.066036
     38 C                     0.014382
     39 C                     0.063241
     40 C                     0.027207
     41 C                    -0.004928
     42 C                    -0.067188
     43 C                    -0.044602
     44 C                    -0.046339
     45 C                    -0.073479
     46 C                    -0.010266
     47 C                    -0.016042
     48 C                    -0.055736
     49 C                    -0.013534
     50 C                    -0.055417
     51 C                     0.022238
     52 C                    -0.006057
     53 C                     0.030636
     54 C                     0.046314
     55 C                    -0.031674
     56 C                    -0.032181
     57 C                    -0.016367
     58 C                    -0.002885
     59 C                     0.011536
     60 C                     0.039213
     61 C                    -0.000788
     62 C                    -0.034564
     63 C                    -0.031897
     64 C                    -0.017203
     65 C                    -0.024592
     66 C                    -0.022929
     67 C                    -0.031682
     68 C                    -0.009020
     69 C                     0.001562
     70 C                    -0.040777
     71 C                    -0.160790
     72 C                    -0.197444
     73 C                    -0.172365
     74 C                     0.008256
     75 C                    -0.023663
     76 C                     0.082322
     77 C                    -0.210515
     78 C                    -0.184627
     79 C                    -0.148899
     80 C                    -0.250187
     81 C                     0.032666
     82 C                     0.127787
     83 C                    -0.010934
     84 C                    -0.166946
     85 C                    -0.189030
     86 C                    -0.148525
     87 C                    -0.184526
     88 C                    -0.190280
     89 C                    -0.098037
     90 C                     0.110796
     91 C                    -0.202821
     92 C                    -0.235063
     93 C                     0.068005
     94 C                     0.036954
     95 C                    -0.234113
     96 C                    -0.208120
     97 C                     0.080387
     98 C                    -0.056348
     99 C                     0.109228
    100 C                    -0.003246
    101 C                    -0.186808
    102 C                    -0.198824
    103 C                    -0.164402
    104 C                    -0.185139
    105 C                    -0.175206
    106 C                     0.039572
    107 C                    -0.247529
    108 C                    -0.175719
    109 C                    -0.177503
    110 C                    -0.206645
    111 C                     0.113395
    112 C                    -0.026658
    113 C                    -0.001539
    114 C                    -0.184555
    115 C                    -0.179867
    116 C                    -0.178744
    117 C                    -0.172899
    118 C                    -0.218669
    119 C                     0.047145
    120 C                     0.142102
    121 C                    -0.232498
    122 C                    -0.254194
    123 C                     0.029839
    124 C                     0.088492
    125 C                    -0.245940
    126 C                    -0.211719
    127 C                     0.125434
    128 C                     0.001456
    129 C                    -0.123868
    130 C                    -0.008387
    131 C                     0.108168
    132 C                    -0.167148
    133 C                    -0.168805
    134 C                    -0.204205
    135 H                     0.190269
    136 H                     0.182336
    137 H                     0.193941
    138 H                     0.200282
    139 H                     0.170984
    140 H                     0.185395
    141 H                     0.182065
    142 H                     0.193789
    143 H                     0.178949
    144 H                     0.184226
    145 H                     0.179199
    146 H                     0.195637
    147 H                     0.204145
    148 H                     0.188652
    149 H                     0.188889
    150 H                     0.204363
    151 H                     0.193120
    152 H                     0.184755
    153 H                     0.189896
    154 H                     0.183076
    155 H                     0.192091
    156 H                     0.196988
    157 H                     0.174136
    158 H                     0.190185
    159 H                     0.192835
    160 H                     0.189072
    161 H                     0.193782
    162 H                     0.180113
    163 H                     0.187464
    164 H                     0.195016
    165 H                     0.197100
    166 H                     0.193651
    167 H                     0.183686
    168 H                     0.214287
    169 H                     0.190203
    170 H                     0.181297
  ----------------------------------------
 
         RPA Excited State 14:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.033092
      2 C                     0.071712
      3 C                    -0.051466
      4 C                    -0.017133
      5 C                     0.005482
      6 C                     0.000114
      7 C                     0.017029
      8 C                    -0.001252
      9 C                     0.027019
     10 C                    -0.038984
     11 C                    -0.034521
     12 C                    -0.015217
     13 C                    -0.017297
     14 C                    -0.013880
     15 C                     0.059102
     16 C                    -0.012562
     17 C                    -0.061221
     18 C                     0.021335
     19 C                     0.038401
     20 C                    -0.046351
     21 C                     0.035197
     22 C                    -0.063725
     23 C                    -0.000061
     24 C                     0.059380
     25 C                    -0.097980
     26 C                     0.005352
     27 C                    -0.028636
     28 C                    -0.075515
     29 C                     0.023998
     30 C                    -0.019328
     31 C                    -0.008923
     32 C                     0.108535
     33 C                     0.002241
     34 C                     0.119477
     35 C                     0.012600
     36 C                     0.096695
     37 C                     0.065525
     38 C                     0.012604
     39 C                     0.064244
     40 C                     0.024449
     41 C                    -0.004817
     42 C                     0.000777
     43 C                     0.012457
     44 C                     0.005771
     45 C                    -0.088969
     46 C                     0.022972
     47 C                    -0.064173
     48 C                    -0.055165
     49 C                    -0.028133
     50 C                    -0.112715
     51 C                     0.024174
     52 C                    -0.028735
     53 C                     0.047363
     54 C                     0.048381
     55 C                    -0.004266
     56 C                     0.007749
     57 C                    -0.029425
     58 C                     0.000978
     59 C                    -0.015370
     60 C                     0.006363
     61 C                    -0.014632
     62 C                    -0.008974
     63 C                    -0.028295
     64 C                    -0.024168
     65 C                    -0.003617
     66 C                    -0.028161
     67 C                     0.000913
     68 C                    -0.020898
     69 C                    -0.009041
     70 C                    -0.016007
     71 C                    -0.164850
     72 C                    -0.198029
     73 C                    -0.176795
     74 C                     0.004754
     75 C                    -0.048617
     76 C                     0.082847
     77 C                    -0.234022
     78 C                    -0.196155
     79 C                    -0.155797
     80 C                    -0.275461
     81 C                     0.034149
     82 C                     0.097109
     83 C                    -0.017873
     84 C                    -0.173143
     85 C                    -0.189948
     86 C                    -0.156667
     87 C                    -0.185234
     88 C                    -0.198558
     89 C                    -0.115680
     90 C                     0.113898
     91 C                    -0.220684
     92 C                    -0.236673
     93 C                     0.056567
     94 C                     0.033537
     95 C                    -0.233525
     96 C                    -0.219256
     97 C                     0.084741
     98 C                    -0.065034
     99 C                     0.077300
    100 C                    -0.008547
    101 C                    -0.190837
    102 C                    -0.200447
    103 C                    -0.171866
    104 C                    -0.185773
    105 C                    -0.183046
    106 C                     0.039124
    107 C                    -0.272654
    108 C                    -0.192742
    109 C                    -0.182662
    110 C                    -0.232740
    111 C                     0.115562
    112 C                    -0.059299
    113 C                    -0.004959
    114 C                    -0.187846
    115 C                    -0.179933
    116 C                    -0.182355
    117 C                    -0.174318
    118 C                    -0.221263
    119 C                     0.031039
    120 C                     0.146256
    121 C                    -0.245044
    122 C                    -0.249278
    123 C                     0.023208
    124 C                     0.087538
    125 C                    -0.243848
    126 C                    -0.214670
    127 C                     0.130847
    128 C                    -0.004165
    129 C                    -0.124175
    130 C                    -0.005106
    131 C                     0.108900
    132 C                    -0.160852
    133 C                    -0.170930
    134 C                    -0.204801
    135 H                     0.190253
    136 H                     0.182184
    137 H                     0.194074
    138 H                     0.200202
    139 H                     0.170967
    140 H                     0.185366
    141 H                     0.181935
    142 H                     0.193724
    143 H                     0.178804
    144 H                     0.184208
    145 H                     0.179146
    146 H                     0.194357
    147 H                     0.204067
    148 H                     0.188604
    149 H                     0.188877
    150 H                     0.204296
    151 H                     0.193038
    152 H                     0.184661
    153 H                     0.189883
    154 H                     0.182935
    155 H                     0.192083
    156 H                     0.196964
    157 H                     0.174111
    158 H                     0.190173
    159 H                     0.192800
    160 H                     0.189230
    161 H                     0.193712
    162 H                     0.180108
    163 H                     0.187310
    164 H                     0.194970
    165 H                     0.197075
    166 H                     0.193655
    167 H                     0.183670
    168 H                     0.214240
    169 H                     0.190165
    170 H                     0.181252
  ----------------------------------------
 
         RPA Excited State 15:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.045274
      2 C                     0.055872
      3 C                    -0.055990
      4 C                    -0.018339
      5 C                     0.005058
      6 C                    -0.005253
      7 C                     0.005698
      8 C                    -0.024808
      9 C                     0.005281
     10 C                    -0.028788
     11 C                    -0.034473
     12 C                    -0.022472
     13 C                    -0.022862
     14 C                    -0.013883
     15 C                     0.039700
     16 C                    -0.015705
     17 C                    -0.068792
     18 C                     0.012531
     19 C                    -0.006632
     20 C                    -0.070787
     21 C                    -0.004038
     22 C                    -0.063604
     23 C                    -0.032190
     24 C                     0.030905
     25 C                    -0.085876
     26 C                    -0.001616
     27 C                    -0.014341
     28 C                    -0.065757
     29 C                    -0.010585
     30 C                    -0.011717
     31 C                    -0.008994
     32 C                     0.097952
     33 C                    -0.006827
     34 C                     0.118341
     35 C                     0.007407
     36 C                     0.091487
     37 C                     0.059442
     38 C                     0.009284
     39 C                     0.062781
     40 C                     0.013935
     41 C                     0.004145
     42 C                    -0.030982
     43 C                    -0.015048
     44 C                    -0.036614
     45 C                    -0.087651
     46 C                    -0.007099
     47 C                    -0.051928
     48 C                    -0.040491
     49 C                    -0.034498
     50 C                    -0.094822
     51 C                     0.013627
     52 C                    -0.027246
     53 C                     0.024497
     54 C                     0.033400
     55 C                    -0.020364
     56 C                    -0.019012
     57 C                    -0.022268
     58 C                     0.000474
     59 C                    -0.015484
     60 C                     0.003907
     61 C                    -0.026121
     62 C                    -0.017475
     63 C                    -0.045827
     64 C                    -0.030626
     65 C                    -0.014081
     66 C                    -0.033400
     67 C                    -0.012043
     68 C                    -0.026884
     69 C                    -0.008773
     70 C                    -0.016975
     71 C                    -0.162967
     72 C                    -0.197755
     73 C                    -0.174586
     74 C                     0.006153
     75 C                    -0.027039
     76 C                     0.092808
     77 C                    -0.224154
     78 C                    -0.186008
     79 C                    -0.144583
     80 C                    -0.266985
     81 C                     0.044190
     82 C                     0.116590
     83 C                    -0.016084
     84 C                    -0.170465
     85 C                    -0.189590
     86 C                    -0.153718
     87 C                    -0.185081
     88 C                    -0.195122
     89 C                    -0.098906
     90 C                     0.136332
     91 C                    -0.217049
     92 C                    -0.218651
     93 C                     0.070621
     94 C                     0.053727
     95 C                    -0.219050
     96 C                    -0.209392
     97 C                     0.108158
     98 C                    -0.047823
     99 C                     0.102743
    100 C                    -0.005642
    101 C                    -0.188220
    102 C                    -0.199339
    103 C                    -0.167497
    104 C                    -0.185398
    105 C                    -0.178445
    106 C                     0.046127
    107 C                    -0.262953
    108 C                    -0.184033
    109 C                    -0.171843
    110 C                    -0.225113
    111 C                     0.123421
    112 C                    -0.041770
    113 C                    -0.004187
    114 C                    -0.186934
    115 C                    -0.179738
    116 C                    -0.181724
    117 C                    -0.174076
    118 C                    -0.220472
    119 C                     0.037879
    120 C                     0.171212
    121 C                    -0.240326
    122 C                    -0.227475
    123 C                     0.038595
    124 C                     0.113271
    125 C                    -0.221295
    126 C                    -0.209177
    127 C                     0.159341
    128 C                     0.011052
    129 C                    -0.108547
    130 C                     0.001131
    131 C                     0.120600
    132 C                    -0.155154
    133 C                    -0.169819
    134 C                    -0.204464
    135 H                     0.190265
    136 H                     0.182253
    137 H                     0.193969
    138 H                     0.200266
    139 H                     0.171014
    140 H                     0.185367
    141 H                     0.182012
    142 H                     0.193757
    143 H                     0.178889
    144 H                     0.184212
    145 H                     0.179179
    146 H                     0.194712
    147 H                     0.204101
    148 H                     0.188610
    149 H                     0.188891
    150 H                     0.204327
    151 H                     0.193102
    152 H                     0.184730
    153 H                     0.189887
    154 H                     0.183035
    155 H                     0.192100
    156 H                     0.196970
    157 H                     0.174128
    158 H                     0.190176
    159 H                     0.192819
    160 H                     0.189121
    161 H                     0.193741
    162 H                     0.180106
    163 H                     0.187362
    164 H                     0.194976
    165 H                     0.197079
    166 H                     0.193664
    167 H                     0.183717
    168 H                     0.214275
    169 H                     0.190200
    170 H                     0.181283
  ----------------------------------------
 
         RPA Excited State 16:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.038168
      2 C                     0.051032
      3 C                    -0.051251
      4 C                    -0.019104
      5 C                     0.009312
      6 C                    -0.008873
      7 C                    -0.002353
      8 C                    -0.027899
      9 C                     0.006268
     10 C                    -0.026765
     11 C                    -0.037521
     12 C                    -0.025210
     13 C                    -0.023757
     14 C                    -0.009721
     15 C                     0.040157
     16 C                    -0.021617
     17 C                    -0.081544
     18 C                     0.013288
     19 C                    -0.019759
     20 C                    -0.079484
     21 C                    -0.009945
     22 C                    -0.071129
     23 C                    -0.038541
     24 C                     0.016821
     25 C                    -0.078964
     26 C                    -0.013381
     27 C                    -0.018089
     28 C                    -0.065101
     29 C                    -0.017601
     30 C                    -0.015248
     31 C                    -0.009495
     32 C                     0.094812
     33 C                    -0.008065
     34 C                     0.116459
     35 C                     0.005238
     36 C                     0.092319
     37 C                     0.058242
     38 C                     0.008874
     39 C                     0.062418
     40 C                     0.010636
     41 C                     0.005586
     42 C                    -0.037395
     43 C                    -0.026533
     44 C                    -0.047395
     45 C                    -0.096257
     46 C                    -0.009877
     47 C                    -0.047729
     48 C                    -0.047950
     49 C                    -0.042954
     50 C                    -0.090962
     51 C                     0.008852
     52 C                    -0.033865
     53 C                     0.019095
     54 C                     0.027839
     55 C                    -0.029002
     56 C                    -0.021198
     57 C                    -0.020787
     58 C                    -0.009392
     59 C                    -0.010602
     60 C                     0.003072
     61 C                    -0.022793
     62 C                    -0.023566
     63 C                    -0.046401
     64 C                    -0.027914
     65 C                    -0.023966
     66 C                    -0.024010
     67 C                    -0.016244
     68 C                    -0.023754
     69 C                    -0.005421
     70 C                    -0.016200
     71 C                    -0.162595
     72 C                    -0.197707
     73 C                    -0.174230
     74 C                     0.006417
     75 C                    -0.023121
     76 C                     0.098461
     77 C                    -0.222171
     78 C                    -0.181609
     79 C                    -0.139932
     80 C                    -0.264908
     81 C                     0.049395
     82 C                     0.121321
     83 C                    -0.015627
     84 C                    -0.169883
     85 C                    -0.189500
     86 C                    -0.153112
     87 C                    -0.185055
     88 C                    -0.194403
     89 C                    -0.088929
     90 C                     0.144001
     91 C                    -0.214411
     92 C                    -0.214253
     93 C                     0.079232
     94 C                     0.058985
     95 C                    -0.213326
     96 C                    -0.209004
     97 C                     0.117157
     98 C                    -0.045856
     99 C                     0.104150
    100 C                    -0.006061
    101 C                    -0.188263
    102 C                    -0.199423
    103 C                    -0.167943
    104 C                    -0.185418
    105 C                    -0.178722
    106 C                     0.050086
    107 C                    -0.263166
    108 C                    -0.177565
    109 C                    -0.169963
    110 C                    -0.222902
    111 C                     0.128621
    112 C                    -0.037065
    113 C                    -0.003948
    114 C                    -0.186668
    115 C                    -0.179731
    116 C                    -0.181437
    117 C                    -0.173966
    118 C                    -0.220253
    119 C                     0.047744
    120 C                     0.176994
    121 C                    -0.238290
    122 C                    -0.223539
    123 C                     0.043929
    124 C                     0.117328
    125 C                    -0.218202
    126 C                    -0.207469
    127 C                     0.165241
    128 C                     0.019919
    129 C                    -0.102488
    130 C                     0.007275
    131 C                     0.124369
    132 C                    -0.148431
    133 C                    -0.169572
    134 C                    -0.204416
    135 H                     0.190264
    136 H                     0.182268
    137 H                     0.193822
    138 H                     0.200283
    139 H                     0.171038
    140 H                     0.185368
    141 H                     0.182043
    142 H                     0.193766
    143 H                     0.178910
    144 H                     0.184213
    145 H                     0.179175
    146 H                     0.194757
    147 H                     0.204106
    148 H                     0.188622
    149 H                     0.188892
    150 H                     0.204328
    151 H                     0.193099
    152 H                     0.184733
    153 H                     0.189886
    154 H                     0.183035
    155 H                     0.192106
    156 H                     0.196969
    157 H                     0.174132
    158 H                     0.190177
    159 H                     0.192828
    160 H                     0.189068
    161 H                     0.193754
    162 H                     0.180107
    163 H                     0.187379
    164 H                     0.194978
    165 H                     0.197076
    166 H                     0.193666
    167 H                     0.183715
    168 H                     0.214277
    169 H                     0.190207
    170 H                     0.181292
  ----------------------------------------
 
         RPA Excited State 17:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.034355
      2 C                     0.025959
      3 C                    -0.031232
      4 C                    -0.041431
      5 C                    -0.002626
      6 C                    -0.024998
      7 C                     0.004460
      8 C                    -0.014256
      9 C                     0.024716
     10 C                     0.003584
     11 C                    -0.028701
     12 C                    -0.029169
     13 C                     0.017432
     14 C                     0.052672
     15 C                     0.040630
     16 C                    -0.002138
     17 C                    -0.089027
     18 C                     0.021966
     19 C                     0.020557
     20 C                    -0.053901
     21 C                     0.046699
     22 C                    -0.080588
     23 C                    -0.020985
     24 C                     0.019450
     25 C                    -0.019130
     26 C                    -0.017971
     27 C                    -0.018040
     28 C                    -0.035963
     29 C                    -0.015570
     30 C                    -0.000661
     31 C                    -0.008380
     32 C                     0.106224
     33 C                     0.001742
     34 C                     0.119501
     35 C                     0.015867
     36 C                     0.101891
     37 C                     0.066906
     38 C                     0.013651
     39 C                     0.063776
     40 C                     0.027094
     41 C                     0.019730
     42 C                    -0.032469
     43 C                    -0.026535
     44 C                    -0.023266
     45 C                    -0.098846
     46 C                     0.031683
     47 C                    -0.015835
     48 C                    -0.042602
     49 C                    -0.048657
     50 C                    -0.037181
     51 C                     0.013640
     52 C                    -0.017575
     53 C                     0.059890
     54 C                     0.048862
     55 C                    -0.021901
     56 C                     0.010488
     57 C                     0.017473
     58 C                     0.006002
     59 C                     0.027666
     60 C                     0.030331
     61 C                    -0.001813
     62 C                    -0.033209
