          Ground-State Mulliken Net Atomic Charges
    131 C                     0.064853
    132 C                    -0.194695
    133 C                    -0.223088
    134 C                    -0.178038
    135 H                     0.173017
    136 H                     0.188976
    137 H                     0.188026
    138 H                     0.194635
    139 H                     0.182141
    140 H                     0.174200
    141 H                     0.185574
    142 H                     0.196107
    143 H                     0.183747
    144 H                     0.175729
    145 H                     0.182696
    146 H                     0.195797
    147 H                     0.193669
    148 H                     0.193972
    149 H                     0.195953
    150 H                     0.198517
    151 H                     0.188614
    152 H                     0.192341
    153 H                     0.181422
    154 H                     0.181362
    155 H                     0.189845
    156 H                     0.196369
    157 H                     0.180508
    158 H                     0.178703
    159 H                     0.190107
    160 H                     0.183465
    161 H                     0.195497
    162 H                     0.183234
    163 H                     0.181910
    164 H                     0.195090
    165 H                     0.197572
    166 H                     0.196692
    167 H                     0.198842
    168 H                     0.200321
    169 H                     0.188158
    170 H                     0.194116
  ----------------------------------------
 
         RPA Excited State 33:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.004715
      2 C                    -0.023797
      3 C                    -0.024238
      4 C                    -0.003428
      5 C                     0.000932
      6 C                     0.005064
      7 C                     0.039243
      8 C                    -0.018779
      9 C                     0.024390
     10 C                    -0.024995
     11 C                    -0.036088
     12 C                     0.053488
     13 C                    -0.008552
     14 C                    -0.040620
     15 C                     0.029735
     16 C                     0.008945
     17 C                    -0.001336
     18 C                     0.001804
     19 C                    -0.021350
     20 C                    -0.034729
     21 C                    -0.077112
     22 C                    -0.031418
     23 C                    -0.079220
     24 C                    -0.006423
     25 C                    -0.022142
     26 C                    -0.006510
     27 C                     0.018908
     28 C                    -0.047428
     29 C                    -0.027019
     30 C                    -0.021210
     31 C                     0.054128
     32 C                     0.104023
     33 C                     0.017216
     34 C                     0.072560
     35 C                     0.075416
     36 C                     0.079341
     37 C                     0.022766
     38 C                     0.095590
     39 C                     0.055437
     40 C                     0.126485
     41 C                    -0.050742
     42 C                    -0.024830
     43 C                    -0.011067
     44 C                    -0.048013
     45 C                     0.002905
     46 C                    -0.033980
     47 C                    -0.030867
     48 C                    -0.025166
     49 C                    -0.048756
     50 C                    -0.065413
     51 C                     0.037659
     52 C                    -0.018219
     53 C                    -0.004247
     54 C                    -0.001041
     55 C                    -0.024174
     56 C                    -0.019232
     57 C                    -0.009748
     58 C                    -0.019152
     59 C                     0.020354
     60 C                     0.005606
     61 C                     0.015597
     62 C                     0.023630
     63 C                     0.017435
     64 C                     0.016465
     65 C                    -0.002631
     66 C                    -0.035791
     67 C                     0.009220
     68 C                    -0.007904
     69 C                    -0.000877
     70 C                    -0.013223
     71 C                    -0.178327
     72 C                    -0.162202
     73 C                    -0.248100
     74 C                     0.056682
     75 C                    -0.006669
     76 C                     0.040507
     77 C                    -0.235127
     78 C                    -0.195192
     79 C                    -0.147474
     80 C                    -0.288722
     81 C                     0.122038
     82 C                     0.015956
     83 C                     0.029927
     84 C                    -0.209915
     85 C                    -0.195946
     86 C                    -0.162313
     87 C                    -0.167546
     88 C                    -0.182514
     89 C                    -0.082042
     90 C                     0.052457
     91 C                    -0.204519
     92 C                    -0.246882
     93 C                     0.048934
     94 C                     0.035838
     95 C                    -0.231074
     96 C                    -0.242242
     97 C                     0.132183
     98 C                    -0.074328
     99 C                     0.046538
    100 C                    -0.051857
    101 C                    -0.186963
    102 C                    -0.179008
    103 C                    -0.186206
    104 C                    -0.182767
    105 C                    -0.170501
    106 C                     0.037259
    107 C                    -0.229198
    108 C                    -0.186580
    109 C                    -0.184121
    110 C                    -0.224176
    111 C                     0.082697
    112 C                    -0.042679
    113 C                    -0.051039
    114 C                    -0.181384
    115 C                    -0.186050
    116 C                    -0.170638
    117 C                    -0.187908
    118 C                    -0.178965
    119 C                     0.002130
    120 C                     0.083966
    121 C                    -0.192938
    122 C                    -0.282829
    123 C                     0.127540
    124 C                     0.003921
    125 C                    -0.246695
    126 C                    -0.233483
    127 C                     0.064987
    128 C                    -0.004952
    129 C                    -0.159739
    130 C                     0.124493
    131 C                     0.064915
    132 C                    -0.194552
    133 C                    -0.223095
    134 C                    -0.178107
    135 H                     0.173017
    136 H                     0.188976
    137 H                     0.188024
    138 H                     0.194642
    139 H                     0.182141
    140 H                     0.174278
    141 H                     0.185537
    142 H                     0.196107
    143 H                     0.183788
    144 H                     0.175729
    145 H                     0.182701
    146 H                     0.195799
    147 H                     0.193670
    148 H                     0.193972
    149 H                     0.195953
    150 H                     0.198517
    151 H                     0.188614
    152 H                     0.192340
    153 H                     0.181422
    154 H                     0.181361
    155 H                     0.189844
    156 H                     0.196367
    157 H                     0.180508
    158 H                     0.178703
    159 H                     0.190107
    160 H                     0.183465
    161 H                     0.195497
    162 H                     0.183234
    163 H                     0.181909
    164 H                     0.195089
    165 H                     0.197572
    166 H                     0.196692
    167 H                     0.198842
    168 H                     0.200318
    169 H                     0.188157
    170 H                     0.194116
  ----------------------------------------
 
         RPA Excited State 34:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.009344
      2 C                    -0.013762
      3 C                    -0.015645
      4 C                    -0.003371
      5 C                     0.019219
      6 C                     0.012807
      7 C                     0.021798
      8 C                    -0.025534
      9 C                     0.029782
     10 C                    -0.030815
     11 C                    -0.035435
     12 C                     0.053296
     13 C                    -0.021873
     14 C                    -0.048266
     15 C                     0.050223
     16 C                     0.007365
     17 C                    -0.004136
     18 C                     0.006616
     19 C                    -0.008009
     20 C                    -0.037395
     21 C                    -0.070056
     22 C                    -0.022549
     23 C                    -0.062614
     24 C                     0.002784
     25 C                    -0.029381
     26 C                    -0.013337
     27 C                     0.028672
     28 C                    -0.046912
     29 C                    -0.018760
     30 C                    -0.011459
     31 C                     0.039415
     32 C                     0.093834
     33 C                     0.008693
     34 C                     0.066732
     35 C                     0.060842
     36 C                     0.072994
     37 C                     0.014844
     38 C                     0.087700
     39 C                     0.031328
     40 C                     0.120694
     41 C                    -0.036244
     42 C                    -0.016680
     43 C                     0.003745
     44 C                    -0.032958
     45 C                     0.002471
     46 C                    -0.029041
     47 C                    -0.023856
     48 C                    -0.012368
     49 C                    -0.055285
     50 C                    -0.081234
     51 C                     0.026936
     52 C                    -0.042050
     53 C                    -0.004861
     54 C                    -0.004179
     55 C                    -0.022229
     56 C                    -0.019069
     57 C                    -0.022657
     58 C                    -0.019749
     59 C                     0.009314
     60 C                    -0.015461
     61 C                     0.032928
     62 C                     0.029536
     63 C                     0.006918
     64 C                     0.009233
     65 C                     0.021033
     66 C                    -0.037489
     67 C                     0.018300
     68 C                    -0.004668
     69 C                     0.013388
     70 C                    -0.022069
     71 C                    -0.178300
     72 C                    -0.162192
     73 C                    -0.248031
     74 C                     0.056721
     75 C                    -0.006609
     76 C                     0.040624
     77 C                    -0.235344
     78 C                    -0.195366
     79 C                    -0.147505
     80 C                    -0.289127
     81 C                     0.121737
     82 C                     0.015864
     83 C                     0.029695
     84 C                    -0.210203
     85 C                    -0.196098
     86 C                    -0.162304
     87 C                    -0.167611
     88 C                    -0.183766
     89 C                    -0.082203
     90 C                     0.052537
     91 C                    -0.204563
     92 C                    -0.246769
     93 C                     0.048939
     94 C                     0.035794
     95 C                    -0.231002
     96 C                    -0.242192
     97 C                     0.132187
     98 C                    -0.074378
     99 C                     0.046579
    100 C                    -0.051811
    101 C                    -0.186925
    102 C                    -0.179015
    103 C                    -0.186167
    104 C                    -0.182752
    105 C                    -0.170490
    106 C                     0.037147
    107 C                    -0.229149
    108 C                    -0.186683
    109 C                    -0.184146
    110 C                    -0.224175
    111 C                     0.082593
    112 C                    -0.042742
    113 C                    -0.051034
    114 C                    -0.181376
    115 C                    -0.186053
    116 C                    -0.170635
    117 C                    -0.187902
    118 C                    -0.178969
    119 C                     0.001915
    120 C                     0.083941
    121 C                    -0.193008
    122 C                    -0.282761
    123 C                     0.127412
    124 C                     0.003985
    125 C                    -0.246728
    126 C                    -0.233386
    127 C                     0.065053
    128 C                    -0.004945
    129 C                    -0.159826
    130 C                     0.124431
    131 C                     0.064806
    132 C                    -0.194790
    133 C                    -0.223089
    134 C                    -0.178060
    135 H                     0.173016
    136 H                     0.188976
    137 H                     0.188025
    138 H                     0.194634
    139 H                     0.182142
    140 H                     0.174138
    141 H                     0.185569
    142 H                     0.196107
    143 H                     0.183783
    144 H                     0.175734
    145 H                     0.182695
    146 H                     0.195798
    147 H                     0.193667
    148 H                     0.193972
    149 H                     0.195953
    150 H                     0.198517
    151 H                     0.188614
    152 H                     0.192340
    153 H                     0.181421
    154 H                     0.181361
    155 H                     0.189844
    156 H                     0.196368
    157 H                     0.180508
    158 H                     0.178703
    159 H                     0.190107
    160 H                     0.183465
    161 H                     0.195497
    162 H                     0.183234
    163 H                     0.181909
    164 H                     0.195089
    165 H                     0.197572
    166 H                     0.196692
    167 H                     0.198842
    168 H                     0.200320
    169 H                     0.188158
    170 H                     0.194116
  ----------------------------------------
 
         RPA Excited State 35:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.003907
      2 C                    -0.010231
      3 C                    -0.021701
      4 C                    -0.000367
      5 C                    -0.004636
      6 C                     0.022103
      7 C                     0.040834
      8 C                    -0.027118
      9 C                     0.029900
     10 C                    -0.027856
     11 C                    -0.031929
     12 C                     0.029945
     13 C                    -0.021557
     14 C                    -0.035684
     15 C                     0.012260
     16 C                     0.021618
     17 C                    -0.002879
     18 C                    -0.015915
     19 C                    -0.014247
     20 C                    -0.031307
     21 C                    -0.066161
     22 C                    -0.022053
     23 C                    -0.071462
     24 C                     0.007424
     25 C                    -0.036102
     26 C                     0.005707
     27 C                     0.017951
     28 C                    -0.059999
     29 C                    -0.021543
     30 C                    -0.010783
     31 C                     0.042042
     32 C                     0.094937
     33 C                     0.005772
     34 C                     0.069180
     35 C                     0.065936
     36 C                     0.068407
     37 C                     0.010230
     38 C                     0.088007
     39 C                     0.032551
     40 C                     0.110176
     41 C                    -0.045823
     42 C                    -0.023040
     43 C                    -0.003510
     44 C                    -0.030963
     45 C                     0.014678
     46 C                    -0.020609
     47 C                    -0.040936
     48 C                    -0.014623
     49 C                    -0.045211
     50 C                    -0.063057
     51 C                     0.039026
     52 C                    -0.019699
     53 C                    -0.005008
     54 C                     0.012629
     55 C                     0.002523
     56 C                    -0.015536
     57 C                    -0.021282
     58 C                    -0.025157
     59 C                     0.025485
     60 C                    -0.009528
     61 C                     0.020742
     62 C                     0.035414
     63 C                     0.006077
     64 C                    -0.000003
     65 C                     0.011479
     66 C                    -0.045184
     67 C                     0.027540
     68 C                    -0.016808
     69 C                     0.000372
     70 C                    -0.002365
     71 C                    -0.178309
     72 C                    -0.162195
     73 C                    -0.248060
     74 C                     0.056704
     75 C                    -0.006595
     76 C                     0.040595
     77 C                    -0.235106
     78 C                    -0.195398
     79 C                    -0.147419
     80 C                    -0.288700
     81 C                     0.121747
     82 C                     0.015824
     83 C                     0.029743
     84 C                    -0.210548
     85 C                    -0.196754
     86 C                    -0.162292
     87 C                    -0.167770
     88 C                    -0.183962
     89 C                    -0.082295
     90 C                     0.052418
     91 C                    -0.204601
     92 C                    -0.246895
     93 C                     0.048821
     94 C                     0.035773
     95 C                    -0.231105
     96 C                    -0.242186
     97 C                     0.132102
     98 C                    -0.074316
     99 C                     0.046610
    100 C                    -0.051811
    101 C                    -0.186927
    102 C                    -0.179006
    103 C                    -0.186156
    104 C                    -0.182752
    105 C                    -0.170479
    106 C                     0.037125
    107 C                    -0.229136
    108 C                    -0.186739
    109 C                    -0.184118
    110 C                    -0.224200
    111 C                     0.082579
    112 C                    -0.042795
    113 C                    -0.051042
    114 C                    -0.181385
    115 C                    -0.186051
    116 C                    -0.170641
    117 C                    -0.187906
    118 C                    -0.178971
    119 C                     0.001809
    120 C                     0.083873
    121 C                    -0.193044
    122 C                    -0.282802
    123 C                     0.127362
    124 C                     0.003959
    125 C                    -0.246777
    126 C                    -0.233383
    127 C                     0.064956
    128 C                    -0.004795
    129 C                    -0.159852
    130 C                     0.124442
    131 C                     0.064840
    132 C                    -0.194799
    133 C                    -0.223086
    134 C                    -0.178083
    135 H                     0.173017
    136 H                     0.188976
    137 H                     0.188025
    138 H                     0.194635
    139 H                     0.182145
    140 H                     0.174047
    141 H                     0.185660
    142 H                     0.196107
    143 H                     0.183858
    144 H                     0.175743
    145 H                     0.182692
    146 H                     0.195796
    147 H                     0.193670
    148 H                     0.193972
    149 H                     0.195953
    150 H                     0.198517
    151 H                     0.188614
    152 H                     0.192341
    153 H                     0.181422
    154 H                     0.181361
    155 H                     0.189844
    156 H                     0.196368
    157 H                     0.180508
    158 H                     0.178703
    159 H                     0.190107
    160 H                     0.183465
    161 H                     0.195497
    162 H                     0.183234
    163 H                     0.181909
    164 H                     0.195089
    165 H                     0.197572
    166 H                     0.196692
    167 H                     0.198842
    168 H                     0.200319
    169 H                     0.188158
    170 H                     0.194116
  ----------------------------------------
 
         RPA Excited State 36:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.011472
      2 C                    -0.014846
      3 C                    -0.005350
      4 C                    -0.002700
      5 C                     0.002520
      6 C                     0.001392
      7 C                     0.026284
      8 C                    -0.014357
      9 C                     0.025364
     10 C                    -0.024201
     11 C                    -0.027417
     12 C                     0.016067
     13 C                    -0.006922
     14 C                    -0.047529
     15 C                     0.005881
     16 C                     0.019514
     17 C                    -0.006617
     18 C                    -0.028819
     19 C                    -0.000001
     20 C                    -0.025723
     21 C                    -0.053243
     22 C                    -0.054834
     23 C                    -0.074693
     24 C                    -0.002543
     25 C                    -0.045963
     26 C                     0.011209
     27 C                     0.009167
     28 C                    -0.045919
     29 C                    -0.017116
     30 C                    -0.016188
     31 C                     0.019997
     32 C                     0.073644
     33 C                    -0.004229
     34 C                     0.043581
     35 C                     0.043884
     36 C                     0.051973
     37 C                    -0.006136
     38 C                     0.069157
     39 C                     0.017141
     40 C                     0.097905
     41 C                    -0.058563
     42 C                    -0.026551
     43 C                     0.005989
     44 C                    -0.028577
     45 C                     0.029100
     46 C                    -0.028553
     47 C                    -0.053381
     48 C                    -0.033906
     49 C                    -0.071892
     50 C                    -0.056240
     51 C                     0.031496
     52 C                    -0.009172
     53 C                     0.007769
     54 C                     0.017467
     55 C                    -0.009478
     56 C                    -0.014304
     57 C                    -0.023875
     58 C                    -0.027814
     59 C                     0.011947
     60 C                    -0.002813
     61 C                    -0.000657
     62 C                    -0.005977
     63 C                    -0.021526
     64 C                    -0.023034
     65 C                    -0.014648
     66 C                    -0.028834
     67 C                     0.015707
     68 C                    -0.004348
     69 C                     0.013764
     70 C                    -0.016146
     71 C                    -0.175226
     72 C                    -0.161904
     73 C                    -0.243396
     74 C                     0.060129
     75 C                     0.015239
     76 C                     0.041842
     77 C                    -0.213273
     78 C                    -0.192848
     79 C                    -0.130896
     80 C                    -0.269921
     81 C                     0.123409
     82 C                     0.034812
     83 C                     0.031379
     84 C                    -0.209883
     85 C                    -0.196356
     86 C                    -0.159001
     87 C                    -0.167663
     88 C                    -0.181868
     89 C                    -0.077078
     90 C                     0.054037
     91 C                    -0.200301
     92 C                    -0.242277
     93 C                     0.050472
     94 C                     0.048864
     95 C                    -0.230823
     96 C                    -0.226804
     97 C                     0.135820
     98 C                    -0.060291
     99 C                     0.076804
    100 C                    -0.045994
    101 C                    -0.180619
    102 C                    -0.178440
    103 C                    -0.178217
    104 C                    -0.181761
    105 C                    -0.164808
    106 C                     0.038223
    107 C                    -0.213717
    108 C                    -0.179965
    109 C                    -0.175012
    110 C                    -0.210978
    111 C                     0.085001
    112 C                    -0.017589
    113 C                    -0.049665
    114 C                    -0.179859
    115 C                    -0.185863
    116 C                    -0.169148
    117 C                    -0.187446
    118 C                    -0.176886
    119 C                     0.005353
    120 C                     0.084613
    121 C                    -0.184095
    122 C                    -0.282375
    123 C                     0.133863
    124 C                     0.010463
    125 C                    -0.242308
    126 C                    -0.219061
    127 C                     0.065371
    128 C                     0.017458
    129 C                    -0.159285
    130 C                     0.125495
    131 C                     0.065417
    132 C                    -0.194125
    133 C                    -0.220452
    134 C                    -0.177586
    135 H                     0.173029
    136 H                     0.189054
    137 H                     0.188118
    138 H                     0.194640
    139 H                     0.182142
    140 H                     0.173278
    141 H                     0.185449
    142 H                     0.196109
    143 H                     0.183828
    144 H                     0.175800
    145 H                     0.182712
    146 H                     0.195801
    147 H                     0.193674
    148 H                     0.193973
    149 H                     0.195959
    150 H                     0.198559
    151 H                     0.188632
    152 H                     0.192490
    153 H                     0.181421
    154 H                     0.181450
    155 H                     0.189943
    156 H                     0.196518
    157 H                     0.180510
    158 H                     0.178708
    159 H                     0.190122
    160 H                     0.183532
    161 H                     0.195561
    162 H                     0.183237
    163 H                     0.181982
    164 H                     0.195104
    165 H                     0.197584
    166 H                     0.196700
    167 H                     0.198896
    168 H                     0.200366
    169 H                     0.188180
    170 H                     0.194177
  ----------------------------------------
 
         RPA Excited State 37:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.012557
      2 C                    -0.014949
      3 C                    -0.005143
      4 C                    -0.000368
      5 C                     0.002895
      6 C                     0.004173
      7 C                     0.030311
      8 C                    -0.015684
      9 C                     0.026143
     10 C                    -0.029178
     11 C                    -0.031594
     12 C                     0.018230
     13 C                    -0.004928
     14 C                    -0.050115
     15 C                     0.007349
     16 C                     0.015471
     17 C                     0.000209
     18 C                    -0.023387
     19 C                    -0.001131
     20 C                    -0.024748
     21 C                    -0.063113
     22 C                    -0.043469
     23 C                    -0.072911
     24 C                     0.004134
     25 C                    -0.040613
     26 C                     0.002387
     27 C                     0.002379
     28 C                    -0.052565
     29 C                    -0.018676
     30 C                    -0.021645
     31 C                     0.015071
     32 C                     0.067690
     33 C                    -0.011060
     34 C                     0.041720
     35 C                     0.040727
     36 C                     0.048510
     37 C                    -0.009343
     38 C                     0.063583
     39 C                     0.016138
     40 C                     0.093342
     41 C                    -0.065831
     42 C                    -0.020879
     43 C                    -0.000316
     44 C                    -0.035131
     45 C                     0.007016
     46 C                    -0.027736
     47 C                    -0.049015
     48 C                    -0.033529
     49 C                    -0.060298
     50 C                    -0.064092
     51 C                     0.035195
     52 C                    -0.015856
     53 C                     0.004631
     54 C                     0.012827
     55 C                    -0.011974
     56 C                    -0.009468
     57 C                    -0.028264
     58 C                    -0.027946
     59 C                     0.007975
     60 C                    -0.001158
     61 C                     0.004078
     62 C                    -0.004000
     63 C                    -0.021382
     64 C                    -0.018005
     65 C                    -0.004881
     66 C                    -0.021981
     67 C                     0.016815
     68 C                    -0.005221
     69 C                     0.011337
     70 C                    -0.015586
     71 C                    -0.174300
     72 C                    -0.161854
     73 C                    -0.242176
     74 C                     0.061049
     75 C                     0.019428
     76 C                     0.041028
     77 C                    -0.215115
     78 C                    -0.190958
     79 C                    -0.134386
     80 C                    -0.272860
     81 C                     0.124151
     82 C                     0.038509
     83 C                     0.034275
     84 C                    -0.209767
     85 C                    -0.194360
     86 C                    -0.155987
     87 C                    -0.167423
     88 C                    -0.177751
     89 C                    -0.074154
     90 C                     0.053199
     91 C                    -0.198138
     92 C                    -0.242599
     93 C                     0.052175
     94 C                     0.049523
     95 C                    -0.230699
     96 C                    -0.224642
     97 C                     0.135315
     98 C                    -0.058723
     99 C                     0.080825
    100 C                    -0.044985
    101 C                    -0.179612
    102 C                    -0.178349
    103 C                    -0.176909
    104 C                    -0.181563
    105 C                    -0.163937
    106 C                     0.038633
    107 C                    -0.211155
    108 C                    -0.178010
    109 C                    -0.174064
    110 C                    -0.207922
    111 C                     0.084949
    112 C                    -0.011809
    113 C                    -0.049348
    114 C                    -0.179506
    115 C                    -0.185823
    116 C                    -0.168797
    117 C                    -0.187325
    118 C                    -0.176414
    119 C                     0.007082
    120 C                     0.084962
    121 C                    -0.181708
    122 C                    -0.282252
    123 C                     0.135726
    124 C                     0.010724
    125 C                    -0.241509
    126 C                    -0.217663
    127 C                     0.065407
    128 C                     0.014894
    129 C                    -0.159674
    130 C                     0.125272
    131 C                     0.065209
    132 C                    -0.194279
    133 C                    -0.219817
    134 C                    -0.177367
    135 H                     0.173027
    136 H                     0.189068
    137 H                     0.188138
    138 H                     0.194652
    139 H                     0.182143
    140 H                     0.173416
    141 H                     0.185462
    142 H                     0.196111
    143 H                     0.183832
    144 H                     0.175768
    145 H                     0.182745
    146 H                     0.195812
    147 H                     0.193684
    148 H                     0.193974
    149 H                     0.195961
    150 H                     0.198567
    151 H                     0.188634
    152 H                     0.192511
    153 H                     0.181421
    154 H                     0.181462
    155 H                     0.189959
    156 H                     0.196542
    157 H                     0.180509
    158 H                     0.178710
    159 H                     0.190126
    160 H                     0.183545
    161 H                     0.195576
    162 H                     0.183238
    163 H                     0.181999
    164 H                     0.195108
    165 H                     0.197586
    166 H                     0.196703
    167 H                     0.198901
    168 H                     0.200378
    169 H                     0.188173
    170 H                     0.194188
  ----------------------------------------
 
         RPA Excited State 38:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.014910
      2 C                    -0.006397
      3 C                    -0.012556
      4 C                    -0.003387
      5 C                     0.006545
      6 C                     0.019061
      7 C                     0.043110
      8 C                    -0.009232
      9 C                     0.029152
     10 C                    -0.015601
     11 C                    -0.035064
     12 C                     0.026308
     13 C                    -0.019858
     14 C                    -0.052222
     15 C                     0.023321
     16 C                     0.011657
     17 C                    -0.006294
     18 C                    -0.000719
     19 C                    -0.005570
     20 C                    -0.021061
     21 C                    -0.072440
     22 C                    -0.047490
     23 C                    -0.067068
     24 C                    -0.000556
     25 C                    -0.036743
     26 C                    -0.016821
     27 C                     0.016007
     28 C                    -0.070723
     29 C                    -0.012787
     30 C                    -0.016191
     31 C                     0.043665
     32 C                     0.102453
     33 C                     0.020738
     34 C                     0.061576
     35 C                     0.074479
     36 C                     0.069443
     37 C                     0.019074
     38 C                     0.087470
     39 C                     0.055689
     40 C                     0.121832
     41 C                    -0.036621
     42 C                    -0.018276
     43 C                    -0.001878
     44 C                    -0.043018
     45 C                    -0.011475
     46 C                    -0.031397
     47 C                    -0.048328
     48 C                    -0.029532
     49 C                    -0.066162
     50 C                    -0.075873
     51 C                     0.014655
     52 C                    -0.020874
     53 C                    -0.008128
     54 C                     0.007890
     55 C                    -0.012244
     56 C                    -0.003532
     57 C                     0.018130
     58 C                    -0.011679
     59 C                     0.007895
     60 C                    -0.000985
     61 C                     0.011979
     62 C                     0.025315
     63 C                     0.019750
     64 C                    -0.011806
     65 C                    -0.012247
     66 C                    -0.040935
     67 C                     0.020290
     68 C                    -0.006382
     69 C                     0.027000
     70 C                    -0.006093
     71 C                    -0.178182
     72 C                    -0.162192
     73 C                    -0.247908
     74 C                     0.056834
     75 C                    -0.005870
     76 C                     0.040402
     77 C                    -0.234655
     78 C                    -0.195106
     79 C                    -0.147305
     80 C                    -0.288401
     81 C                     0.122071
     82 C                     0.016521
     83 C                     0.030201
     84 C                    -0.209403
     85 C                    -0.194707
     86 C                    -0.161784
     87 C                    -0.167304
     88 C                    -0.181025
     89 C                    -0.081802
     90 C                     0.052245
     91 C                    -0.204302
     92 C                    -0.246831
     93 C                     0.048891
     94 C                     0.036202
     95 C                    -0.231186
     96 C                    -0.241692
     97 C                     0.132159
     98 C                    -0.073915
     99 C                     0.047597
    100 C                    -0.051645
    101 C                    -0.186737
    102 C                    -0.178988
    103 C                    -0.185919
    104 C                    -0.182731
    105 C                    -0.170297
    106 C                     0.037241
    107 C                    -0.228639
    108 C                    -0.186391
    109 C                    -0.183829
    110 C                    -0.223697
    111 C                     0.082693
    112 C                    -0.041756
    113 C                    -0.050991
    114 C                    -0.181331
    115 C                    -0.186043
    116 C                    -0.170585
    117 C                    -0.187893
    118 C                    -0.178887
    119 C                     0.002082
    120 C                     0.083945
    121 C                    -0.192613
    122 C                    -0.282841
    123 C                     0.127748
    124 C                     0.004070
    125 C                    -0.246550
    126 C                    -0.233039
    127 C                     0.064947
    128 C                    -0.004616
    129 C                    -0.159849
    130 C                     0.124448
    131 C                     0.064865
    132 C                    -0.194677
    133 C                    -0.222981
    134 C                    -0.178086
    135 H                     0.173017
    136 H                     0.188979
    137 H                     0.188027
    138 H                     0.194639
    139 H                     0.182145
    140 H                     0.174071
    141 H                     0.185506
    142 H                     0.196105
    143 H                     0.183825
    144 H                     0.175748
    145 H                     0.182696
    146 H                     0.195803
    147 H                     0.193672
    148 H                     0.193973
    149 H                     0.195954
    150 H                     0.198518
    151 H                     0.188615
    152 H                     0.192345
    153 H                     0.181422
    154 H                     0.181364
    155 H                     0.189847
    156 H                     0.196372
    157 H                     0.180508
    158 H                     0.178703
    159 H                     0.190107
    160 H                     0.183467
    161 H                     0.195499
    162 H                     0.183234
    163 H                     0.181912
    164 H                     0.195090
    165 H                     0.197572
    166 H                     0.196693
    167 H                     0.198843
    168 H                     0.200320
    169 H                     0.188157
    170 H                     0.194118
  ----------------------------------------
 
         RPA Excited State 39:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.005925
      2 C                    -0.022975
      3 C                    -0.036939
      4 C                    -0.006260
      5 C                    -0.017316
      6 C                     0.006115
      7 C                     0.009898
      8 C                    -0.012846
      9 C                     0.016527
     10 C                    -0.016890
     11 C                    -0.027820
     12 C                     0.019450
     13 C                     0.005354
     14 C                    -0.037700
     15 C                     0.002043
     16 C                     0.017201
     17 C                    -0.010137
     18 C                    -0.015565
     19 C                    -0.023778
     20 C                    -0.043824
     21 C                    -0.086992
     22 C                    -0.042381
     23 C                    -0.085884
     24 C                    -0.009464
     25 C                    -0.019073
     26 C                    -0.004861
     27 C                     0.012334
     28 C                    -0.044141
     29 C                    -0.029822
     30 C                    -0.009451
     31 C                     0.061776
     32 C                     0.094838
     33 C                     0.014885
     34 C                     0.064456
     35 C                     0.057791
     36 C                     0.085141
     37 C                     0.025533
     38 C                     0.100493
     39 C                     0.053351
     40 C                     0.125830
     41 C                    -0.047005
     42 C                    -0.022548
     43 C                    -0.004288
     44 C                    -0.050596
     45 C                     0.004620
     46 C                    -0.042847
     47 C                    -0.018572
     48 C                    -0.014081
     49 C                    -0.052845
     50 C                    -0.053708
     51 C                     0.034927
     52 C                    -0.022382
     53 C                    -0.006400
     54 C                     0.006366
     55 C                    -0.019489
     56 C                    -0.019018
     57 C                    -0.020965
     58 C                     0.000922
     59 C                     0.027112
     60 C                     0.038458
     61 C                     0.034163
     62 C                     0.034186
     63 C                     0.015209
     64 C                     0.021170
     65 C                     0.015237
     66 C                    -0.033160
     67 C                     0.007811
     68 C                     0.002528
