          Ground-State Mulliken Net Atomic Charges
    127 C                     0.064933
    128 C                    -0.002967
    129 C                    -0.159744
    130 C                     0.124585
    131 C                     0.064940
    132 C                    -0.194804
    133 C                    -0.222921
    134 C                    -0.178078
    135 H                     0.173018
    136 H                     0.188981
    137 H                     0.188030
    138 H                     0.194636
    139 H                     0.182142
    140 H                     0.174193
    141 H                     0.185531
    142 H                     0.196107
    143 H                     0.183667
    144 H                     0.175781
    145 H                     0.182700
    146 H                     0.195797
    147 H                     0.193666
    148 H                     0.193972
    149 H                     0.195954
    150 H                     0.198519
    151 H                     0.188615
    152 H                     0.192351
    153 H                     0.181422
    154 H                     0.181367
    155 H                     0.189851
    156 H                     0.196377
    157 H                     0.180508
    158 H                     0.178703
    159 H                     0.190107
    160 H                     0.183469
    161 H                     0.195501
    162 H                     0.183234
    163 H                     0.181913
    164 H                     0.195090
    165 H                     0.197572
    166 H                     0.196693
    167 H                     0.198846
    168 H                     0.200322
    169 H                     0.188159
    170 H                     0.194120
  ----------------------------------------
 
         RPA Excited State 10:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.000645
      2 C                    -0.026512
      3 C                    -0.055199
      4 C                     0.005131
      5 C                    -0.035297
      6 C                    -0.005818
      7 C                     0.018631
      8 C                    -0.022945
      9 C                     0.001710
     10 C                    -0.033119
     11 C                    -0.044960
     12 C                     0.019277
     13 C                    -0.019365
     14 C                    -0.045634
     15 C                    -0.007814
     16 C                     0.008423
     17 C                    -0.011202
     18 C                    -0.025214
     19 C                    -0.036453
     20 C                    -0.059650
     21 C                    -0.095295
     22 C                    -0.038464
     23 C                    -0.093935
     24 C                     0.001548
     25 C                    -0.017557
     26 C                    -0.006194
     27 C                     0.010920
     28 C                    -0.056569
     29 C                    -0.017060
     30 C                    -0.016657
     31 C                     0.041941
     32 C                     0.092828
     33 C                     0.012991
     34 C                     0.063417
     35 C                     0.060835
     36 C                     0.072802
     37 C                     0.015625
     38 C                     0.080954
     39 C                     0.034432
     40 C                     0.118451
     41 C                    -0.043972
     42 C                    -0.017134
     43 C                     0.002374
     44 C                    -0.063860
     45 C                    -0.002616
     46 C                    -0.054702
     47 C                    -0.034901
     48 C                    -0.028596
     49 C                    -0.053837
     50 C                    -0.067566
     51 C                     0.024093
     52 C                    -0.028359
     53 C                    -0.017388
     54 C                    -0.018354
     55 C                    -0.024462
     56 C                    -0.018307
     57 C                    -0.031577
     58 C                    -0.032144
     59 C                     0.004472
     60 C                    -0.006382
     61 C                    -0.003559
     62 C                     0.004940
     63 C                    -0.033252
     64 C                    -0.024412
     65 C                    -0.008006
     66 C                    -0.047877
     67 C                     0.006474
     68 C                    -0.044061
     69 C                    -0.030701
     70 C                    -0.009761
     71 C                    -0.171497
     72 C                    -0.161595
     73 C                    -0.237978
     74 C                     0.064134
     75 C                     0.038851
     76 C                     0.041922
     77 C                    -0.195614
     78 C                    -0.188696
     79 C                    -0.119023
     80 C                    -0.256169
     81 C                     0.125646
     82 C                     0.054986
     83 C                     0.035661
     84 C                    -0.208784
     85 C                    -0.195081
     86 C                    -0.154302
     87 C                    -0.167101
     88 C                    -0.175388
     89 C                    -0.069866
     90 C                     0.054464
     91 C                    -0.194494
     92 C                    -0.238735
     93 C                     0.053503
     94 C                     0.060892
     95 C                    -0.230522
     96 C                    -0.211254
     97 C                     0.138469
     98 C                    -0.046260
     99 C                     0.106971
    100 C                    -0.039927
    101 C                    -0.174143
    102 C                    -0.177856
    103 C                    -0.170017
    104 C                    -0.180701
    105 C                    -0.159017
    106 C                     0.039574
    107 C                    -0.197787
    108 C                    -0.172234
    109 C                    -0.166108
    110 C                    -0.196560
    111 C                     0.087097
    112 C                     0.009729
    113 C                    -0.048166
    114 C                    -0.178199
    115 C                    -0.185662
    116 C                    -0.167515
    117 C                    -0.186932
    118 C                    -0.174626
    119 C                     0.010118
    120 C                     0.085499
    121 C                    -0.174053
    122 C                    -0.281860
    123 C                     0.141157
    124 C                     0.016634
    125 C                    -0.237812
    126 C                    -0.204939
    127 C                     0.065781
    128 C                     0.034401
    129 C                    -0.159176
    130 C                     0.126306
    131 C                     0.065761
    132 C                    -0.193595
    133 C                    -0.217456
    134 C                    -0.176893
    135 H                     0.173038
    136 H                     0.189136
    137 H                     0.188223
    138 H                     0.194691
    139 H                     0.182142
    140 H                     0.174206
    141 H                     0.185615
    142 H                     0.196124
    143 H                     0.183901
    144 H                     0.175800
    145 H                     0.182802
    146 H                     0.195815
    147 H                     0.193687
    148 H                     0.193975
    149 H                     0.195966
    150 H                     0.198604
    151 H                     0.188649
    152 H                     0.192641
    153 H                     0.181421
    154 H                     0.181538
    155 H                     0.190045
    156 H                     0.196672
    157 H                     0.180511
    158 H                     0.178714
    159 H                     0.190139
    160 H                     0.183603
    161 H                     0.195631
    162 H                     0.183241
    163 H                     0.182062
    164 H                     0.195121
    165 H                     0.197596
    166 H                     0.196710
    167 H                     0.198948
    168 H                     0.200422
    169 H                     0.188192
    170 H                     0.194244
  ----------------------------------------
 
         RPA Excited State 11:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.009426
      2 C                    -0.005549
      3 C                    -0.028778
      4 C                     0.007891
      5 C                    -0.001934
      6 C                     0.004239
      7 C                     0.004168
      8 C                    -0.023283
      9 C                     0.025295
     10 C                    -0.015061
     11 C                    -0.044860
     12 C                     0.019710
     13 C                    -0.011637
     14 C                    -0.030058
     15 C                     0.011258
     16 C                     0.019671
     17 C                    -0.013374
     18 C                    -0.018130
     19 C                    -0.003678
     20 C                    -0.038215
     21 C                    -0.048975
     22 C                    -0.035824
     23 C                    -0.048050
     24 C                     0.003846
     25 C                    -0.006590
     26 C                    -0.002877
     27 C                     0.012011
     28 C                    -0.051477
     29 C                    -0.019355
     30 C                    -0.002675
     31 C                     0.042423
     32 C                     0.095797
     33 C                     0.010438
     34 C                     0.062138
     35 C                     0.061661
     36 C                     0.074548
     37 C                     0.014069
     38 C                     0.083955
     39 C                     0.034497
     40 C                     0.119601
     41 C                    -0.041345
     42 C                    -0.014769
     43 C                     0.005024
     44 C                    -0.029040
     45 C                     0.010820
     46 C                    -0.018199
     47 C                    -0.035973
     48 C                    -0.024282
     49 C                    -0.053104
     50 C                    -0.047544
     51 C                     0.018442
     52 C                    -0.015225
     53 C                     0.010083
     54 C                     0.005078
     55 C                    -0.030848
     56 C                     0.001790
     57 C                    -0.018732
     58 C                    -0.034656
     59 C                     0.008458
     60 C                    -0.013823
     61 C                     0.013766
     62 C                     0.004422
     63 C                    -0.014016
     64 C                    -0.015202
     65 C                    -0.004449
     66 C                    -0.047836
     67 C                     0.029850
     68 C                    -0.014026
     69 C                     0.011319
     70 C                    -0.013075
     71 C                    -0.177523
     72 C                    -0.162133
     73 C                    -0.246880
     74 C                     0.057577
     75 C                    -0.001159
     76 C                     0.040730
     77 C                    -0.229718
     78 C                    -0.194841
     79 C                    -0.143320
     80 C                    -0.284415
     81 C                     0.122112
     82 C                     0.020413
     83 C                     0.029885
     84 C                    -0.210148
     85 C                    -0.196542
     86 C                    -0.161868
     87 C                    -0.167582
     88 C                    -0.183860
     89 C                    -0.081174
     90 C                     0.052683
     91 C                    -0.203648
     92 C                    -0.245864
     93 C                     0.049038
     94 C                     0.038980
     95 C                    -0.231153
     96 C                    -0.238473
     97 C                     0.132988
     98 C                    -0.071046
     99 C                     0.053873
    100 C                    -0.050447
    101 C                    -0.185437
    102 C                    -0.178869
    103 C                    -0.184280
    104 C                    -0.182529
    105 C                    -0.169122
    106 C                     0.037328
    107 C                    -0.225478
    108 C                    -0.185224
    109 C                    -0.181931
    110 C                    -0.221127
    111 C                     0.083146
    112 C                    -0.036896
    113 C                    -0.050723
    114 C                    -0.181034
    115 C                    -0.186006
    116 C                    -0.170295
    117 C                    -0.187805
    118 C                    -0.178482
    119 C                     0.002470
    120 C                     0.083957
    121 C                    -0.190977
    122 C                    -0.282774
    123 C                     0.128819
    124 C                     0.005556
    125 C                    -0.245769
    126 C                    -0.229840
    127 C                     0.064977
    128 C                     0.000703
    129 C                    -0.159735
    130 C                     0.124732
    131 C                     0.064999
    132 C                    -0.194713
    133 C                    -0.222433
    134 C                    -0.177968
    135 H                     0.173020
    136 H                     0.188996
    137 H                     0.188048
    138 H                     0.194639
    139 H                     0.182143
    140 H                     0.174149
    141 H                     0.185487
    142 H                     0.196106
    143 H                     0.183733
    144 H                     0.175773
    145 H                     0.182706
    146 H                     0.195798
    147 H                     0.193670
    148 H                     0.193972
    149 H                     0.195955
    150 H                     0.198527
    151 H                     0.188618
    152 H                     0.192376
    153 H                     0.181422
    154 H                     0.181383
    155 H                     0.189868
    156 H                     0.196403
    157 H                     0.180508
    158 H                     0.178704
    159 H                     0.190110
    160 H                     0.183481
    161 H                     0.195512
    162 H                     0.183235
    163 H                     0.181926
    164 H                     0.195092
    165 H                     0.197574
    166 H                     0.196694
    167 H                     0.198855
    168 H                     0.200331
    169 H                     0.188163
    170 H                     0.194131
  ----------------------------------------
 
         RPA Excited State 12:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.009168
      2 C                    -0.024168
      3 C                    -0.022499
      4 C                    -0.019571
      5 C                    -0.001560
      6 C                     0.000635
      7 C                     0.019275
      8 C                    -0.026972
      9 C                     0.021225
     10 C                    -0.034150
     11 C                    -0.032292
     12 C                     0.012196
     13 C                    -0.020317
     14 C                    -0.058817
     15 C                     0.018221
     16 C                     0.023066
     17 C                    -0.003992
     18 C                    -0.020383
     19 C                     0.010833
     20 C                    -0.010548
     21 C                    -0.023826
     22 C                    -0.019360
     23 C                    -0.039548
     24 C                     0.019889
     25 C                    -0.033502
     26 C                     0.015665
     27 C                     0.010163
     28 C                    -0.067294
     29 C                    -0.019943
     30 C                    -0.007786
     31 C                     0.041741
     32 C                     0.099525
     33 C                     0.014131
     34 C                     0.062512
     35 C                     0.061967
     36 C                     0.073103
     37 C                     0.018383
     38 C                     0.087066
     39 C                     0.036152
     40 C                     0.122616
     41 C                    -0.052927
     42 C                     0.001199
     43 C                    -0.005591
     44 C                     0.000021
     45 C                     0.022062
     46 C                    -0.016512
     47 C                    -0.047641
     48 C                     0.000598
     49 C                    -0.020750
     50 C                    -0.072075
     51 C                     0.048302
     52 C                    -0.024133
     53 C                     0.003052
     54 C                     0.030228
     55 C                    -0.014127
     56 C                    -0.010487
     57 C                    -0.040319
     58 C                    -0.022812
     59 C                    -0.005741
     60 C                    -0.014145
     61 C                     0.014575
     62 C                    -0.000359
     63 C                    -0.010294
     64 C                    -0.019524
     65 C                    -0.006662
     66 C                    -0.044197
     67 C                     0.009791
     68 C                    -0.002583
     69 C                     0.004881
     70 C                    -0.035409
     71 C                    -0.178088
     72 C                    -0.162179
     73 C                    -0.247742
     74 C                     0.056932
     75 C                    -0.004933
     76 C                     0.040467
     77 C                    -0.234010
     78 C                    -0.195257
     79 C                    -0.146653
     80 C                    -0.288101
     81 C                     0.121838
     82 C                     0.017169
     83 C                     0.030462
     84 C                    -0.210615
     85 C                    -0.195032
     86 C                    -0.160538
     87 C                    -0.167733
     88 C                    -0.182440
     89 C                    -0.081500
     90 C                     0.052356
     91 C                    -0.204064
     92 C                    -0.246572
     93 C                     0.048980
     94 C                     0.036792
     95 C                    -0.231200
     96 C                    -0.240964
     97 C                     0.132319
     98 C                    -0.073571
     99 C                     0.049142
    100 C                    -0.051372
    101 C                    -0.186425
    102 C                    -0.178958
    103 C                    -0.185530
    104 C                    -0.182687
    105 C                    -0.170012
    106 C                     0.037222
    107 C                    -0.227858
    108 C                    -0.186051
    109 C                    -0.183454
    110 C                    -0.222975
    111 C                     0.082700
    112 C                    -0.040308
    113 C                    -0.050916
    114 C                    -0.181247
    115 C                    -0.186032
    116 C                    -0.170504
    117 C                    -0.187870
    118 C                    -0.178770
    119 C                     0.002136
    120 C                     0.083939
    121 C                    -0.192113
    122 C                    -0.282899
    123 C                     0.128102
    124 C                     0.004214
    125 C                    -0.246347
    126 C                    -0.232487
    127 C                     0.064848
    128 C                    -0.003647
    129 C                    -0.159855
    130 C                     0.124476
    131 C                     0.064870
    132 C                    -0.194880
    133 C                    -0.222890
    134 C                    -0.178076
    135 H                     0.173017
    136 H                     0.188983
    137 H                     0.188030
    138 H                     0.194636
    139 H                     0.182147
    140 H                     0.174165
    141 H                     0.185656
    142 H                     0.196107
    143 H                     0.183695
    144 H                     0.175681
    145 H                     0.182698
    146 H                     0.195799
    147 H                     0.193667
    148 H                     0.193972
    149 H                     0.195954
    150 H                     0.198520
    151 H                     0.188615
    152 H                     0.192353
    153 H                     0.181422
    154 H                     0.181369
    155 H                     0.189852
    156 H                     0.196380
    157 H                     0.180508
    158 H                     0.178704
    159 H                     0.190108
    160 H                     0.183471
    161 H                     0.195503
    162 H                     0.183234
    163 H                     0.181916
    164 H                     0.195090
    165 H                     0.197573
    166 H                     0.196693
    167 H                     0.198845
    168 H                     0.200321
    169 H                     0.188158
    170 H                     0.194121
  ----------------------------------------
 
         RPA Excited State 13:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                    -0.005898
      2 C                    -0.040355
      3 C                    -0.015772
      4 C                    -0.045186
      5 C                    -0.000007
      6 C                    -0.002185
      7 C                    -0.006050
      8 C                    -0.034479
      9 C                     0.022124
     10 C                    -0.030165
     11 C                    -0.044113
     12 C                     0.003368
     13 C                    -0.019494
     14 C                    -0.039974
     15 C                     0.012307
     16 C                     0.008421
     17 C                    -0.007171
     18 C                    -0.031951
     19 C                    -0.000999
     20 C                    -0.017885
     21 C                    -0.048447
     22 C                    -0.015260
     23 C                    -0.009528
     24 C                    -0.014017
     25 C                     0.023400
     26 C                    -0.008033
     27 C                     0.038052
     28 C                    -0.049702
     29 C                    -0.019637
     30 C                    -0.011581
     31 C                     0.071758
     32 C                     0.132663
     33 C                     0.038374
     34 C                     0.079172
     35 C                     0.082836
     36 C                     0.097507
     37 C                     0.033434
     38 C                     0.111526
     39 C                     0.060268
     40 C                     0.139021
     41 C                    -0.004458
     42 C                    -0.034521
     43 C                     0.003126
     44 C                    -0.023193
     45 C                     0.005498
     46 C                    -0.002549
     47 C                    -0.001743
     48 C                    -0.028946
     49 C                    -0.021952
     50 C                    -0.061092
     51 C                     0.024531
     52 C                    -0.034249
     53 C                     0.008666
     54 C                     0.006020
     55 C                    -0.053533
     56 C                    -0.037532
     57 C                    -0.018494
     58 C                    -0.033606
     59 C                     0.011518
     60 C                     0.007639
     61 C                     0.017395
     62 C                    -0.025441
     63 C                    -0.004189
     64 C                    -0.032742
     65 C                    -0.021574
     66 C                    -0.066826
     67 C                    -0.015181
     68 C                    -0.007330
     69 C                     0.012108
     70 C                    -0.058851
     71 C                    -0.177492
     72 C                    -0.162170
     73 C                    -0.246918
     74 C                     0.057613
     75 C                    -0.002998
     76 C                     0.041124
     77 C                    -0.233938
     78 C                    -0.193912
     79 C                    -0.146782
     80 C                    -0.288419
     81 C                     0.121994
     82 C                     0.019009
     83 C                     0.029858
     84 C                    -0.208617
     85 C                    -0.196121
     86 C                    -0.162092
     87 C                    -0.167977
     88 C                    -0.184929
     89 C                    -0.081513
     90 C                     0.052585
     91 C                    -0.203699
     92 C                    -0.246900
     93 C                     0.049788
     94 C                     0.036758
     95 C                    -0.230820
     96 C                    -0.240313
     97 C                     0.132206
     98 C                    -0.072518
     99 C                     0.049946
    100 C                    -0.051015
    101 C                    -0.186134
    102 C                    -0.178934
    103 C                    -0.185126
    104 C                    -0.182602
    105 C                    -0.169788
    106 C                     0.037206
    107 C                    -0.227210
    108 C                    -0.185832
    109 C                    -0.183160
    110 C                    -0.222412
    111 C                     0.082709
    112 C                    -0.039658
    113 C                    -0.050852
    114 C                    -0.181176
    115 C                    -0.186029
    116 C                    -0.170432
    117 C                    -0.187831
    118 C                    -0.178705
    119 C                     0.002543
    120 C                     0.083806
    121 C                    -0.191945
    122 C                    -0.282592
    123 C                     0.127867
    124 C                     0.005073
    125 C                    -0.246546
    126 C                    -0.231260
    127 C                     0.065237
    128 C                    -0.003830
    129 C                    -0.159836
    130 C                     0.124564
    131 C                     0.064853
    132 C                    -0.194877
    133 C                    -0.222574
    134 C                    -0.177846
    135 H                     0.173017
    136 H                     0.188989
    137 H                     0.188045
    138 H                     0.194641
    139 H                     0.182145
    140 H                     0.174125
    141 H                     0.185457
    142 H                     0.196106
    143 H                     0.183553
    144 H                     0.175697
    145 H                     0.182743
    146 H                     0.195799
    147 H                     0.193687
    148 H                     0.193972
    149 H                     0.195954
    150 H                     0.198523
    151 H                     0.188616
    152 H                     0.192358
    153 H                     0.181422
    154 H                     0.181371
    155 H                     0.189857
    156 H                     0.196387
    157 H                     0.180508
    158 H                     0.178704
    159 H                     0.190109
    160 H                     0.183473
    161 H                     0.195505
    162 H                     0.183235
    163 H                     0.181919
    164 H                     0.195092
    165 H                     0.197573
    166 H                     0.196693
    167 H                     0.198850
    168 H                     0.200336
    169 H                     0.188157
    170 H                     0.194126
  ----------------------------------------
 
         RPA Excited State 14:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.011153
      2 C                    -0.022974
      3 C                    -0.032001
      4 C                    -0.000992
      5 C                    -0.016770
      6 C                    -0.001274
      7 C                     0.026523
      8 C                    -0.020840
      9 C                     0.010282
     10 C                    -0.032901
     11 C                    -0.012855
     12 C                     0.022596
     13 C                    -0.002715
     14 C                    -0.049097
     15 C                     0.005041
     16 C                     0.020898
     17 C                    -0.003291
     18 C                    -0.022650
     19 C                    -0.021100
     20 C                    -0.041598
     21 C                    -0.069527
     22 C                    -0.026559
     23 C                    -0.070031
     24 C                     0.009925
     25 C                    -0.029864
     26 C                     0.009928
     27 C                     0.025836
     28 C                    -0.060487
     29 C                     0.004178
     30 C                    -0.013589
     31 C                     0.046698
     32 C                     0.095179
     33 C                     0.012655
     34 C                     0.064494
     35 C                     0.062271
     36 C                     0.077739
     37 C                     0.013911
     38 C                     0.085716
     39 C                     0.036155
     40 C                     0.118214
     41 C                    -0.032752
     42 C                    -0.008820
     43 C                     0.026859
     44 C                    -0.040255
     45 C                     0.026117
     46 C                    -0.033549
     47 C                    -0.041952
     48 C                    -0.024221
     49 C                    -0.046465
     50 C                    -0.067766
     51 C                     0.035522
     52 C                    -0.011014
     53 C                    -0.001715
     54 C                     0.015505
     55 C                     0.007330
     56 C                    -0.007504
     57 C                    -0.034127
     58 C                    -0.020330
     59 C                    -0.000693
     60 C                    -0.007241
     61 C                     0.004503
     62 C                     0.002927
     63 C                    -0.026720
     64 C                    -0.020266
     65 C                    -0.007354
     66 C                    -0.037418
     67 C                     0.010020
     68 C                    -0.015197
     69 C                    -0.011925
     70 C                    -0.013389
     71 C                    -0.177027
     72 C                    -0.162086
     73 C                    -0.246169
     74 C                     0.058095
     75 C                     0.002206
     76 C                     0.040982
     77 C                    -0.227071
     78 C                    -0.194013
     79 C                    -0.141578
     80 C                    -0.282209
     81 C                     0.122379
     82 C                     0.023558
     83 C                     0.031324
     84 C                    -0.211153
     85 C                    -0.195241
     86 C                    -0.159455
     87 C                    -0.167809
     88 C                    -0.180761
     89 C                    -0.079427
     90 C                     0.052933
     91 C                    -0.202362
     92 C                    -0.245045
     93 C                     0.049887
     94 C                     0.040883
     95 C                    -0.230965
     96 C                    -0.236025
     97 C                     0.133505
     98 C                    -0.069078
     99 C                     0.058910
    100 C                    -0.049480
    101 C                    -0.184376
    102 C                    -0.178774
    103 C                    -0.182950
    104 C                    -0.182361
    105 C                    -0.168171
    106 C                     0.037672
    107 C                    -0.222805
    108 C                    -0.183652
    109 C                    -0.180541
    110 C                    -0.218498
    111 C                     0.083464
    112 C                    -0.031741
    113 C                    -0.050452
    114 C                    -0.180731
    115 C                    -0.185968
    116 C                    -0.169998
    117 C                    -0.187713
    118 C                    -0.178064
    119 C                     0.003532
    120 C                     0.084401
    121 C                    -0.189002
    122 C                    -0.282609
    123 C                     0.130454
    124 C                     0.006336
    125 C                    -0.244808
    126 C                    -0.227937
    127 C                     0.065179
    128 C                     0.002823
    129 C                    -0.159648
    130 C                     0.124775
    131 C                     0.065054
    132 C                    -0.194634
    133 C                    -0.222001
    134 C                    -0.177885
    135 H                     0.173021
    136 H                     0.189007
    137 H                     0.188062
    138 H                     0.194646
    139 H                     0.182144
    140 H                     0.174194
    141 H                     0.185606
    142 H                     0.196109
    143 H                     0.183812
    144 H                     0.175749
    145 H                     0.182708
    146 H                     0.195801
    147 H                     0.193670
    148 H                     0.193973
    149 H                     0.195956
    150 H                     0.198534
    151 H                     0.188621
    152 H                     0.192401
    153 H                     0.181422
    154 H                     0.181397
    155 H                     0.189884
    156 H                     0.196429
    157 H                     0.180509
    158 H                     0.178705
    159 H                     0.190113
    160 H                     0.183493
    161 H                     0.195525
    162 H                     0.183235
    163 H                     0.181941
    164 H                     0.195095
    165 H                     0.197577
    166 H                     0.196696
    167 H                     0.198862
    168 H                     0.200337
    169 H                     0.188165
    170 H                     0.194141
  ----------------------------------------
 
         RPA Excited State 15:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.011221
      2 C                    -0.022949
      3 C                    -0.014486
      4 C                    -0.011277
      5 C                    -0.002500
      6 C                    -0.005885
      7 C                     0.009262
      8 C                    -0.035969
      9 C                     0.021039
     10 C                    -0.040428
     11 C                    -0.047029
     12 C                     0.004203
     13 C                    -0.031973
     14 C                    -0.056720
     15 C                     0.011550
     16 C                    -0.003958
     17 C                    -0.025862
     18 C                    -0.028580
     19 C                    -0.008221
     20 C                    -0.037438
     21 C                    -0.070602
     22 C                    -0.044417
     23 C                    -0.062327
     24 C                     0.002646
     25 C                    -0.024542
     26 C                    -0.027250
     27 C                     0.011474
     28 C                    -0.074259
     29 C                    -0.014321
     30 C                    -0.018036
     31 C                     0.035161
     32 C                     0.092064
     33 C                     0.008848
     34 C                     0.057583
     35 C                     0.059628
     36 C                     0.068065
     37 C                     0.012696
     38 C                     0.073803
     39 C                     0.025196
     40 C                     0.116999
     41 C                    -0.039525
     42 C                    -0.015486
     43 C                     0.005211
     44 C                    -0.042804
     45 C                    -0.017696
     46 C                    -0.028128
     47 C                    -0.042762
     48 C                    -0.029468
     49 C                    -0.063019
     50 C                    -0.083764
     51 C                     0.005306
     52 C                    -0.048161
     53 C                    -0.005366
     54 C                    -0.001042
     55 C                    -0.026987
     56 C                    -0.021678
     57 C                    -0.037741
     58 C                    -0.033173
     59 C                    -0.008742
     60 C                    -0.018885
     61 C                     0.011888
     62 C                    -0.010349
     63 C                    -0.013018
     64 C                    -0.022954
     65 C                    -0.012606
     66 C                    -0.044301
     67 C                     0.011070
     68 C                    -0.000509
     69 C                     0.009899
     70 C                    -0.022925
     71 C                    -0.172905
     72 C                    -0.161813
     73 C                    -0.239718
     74 C                     0.062291
     75 C                     0.035753
     76 C                     0.043333
     77 C                    -0.204828
     78 C                    -0.187075
     79 C                    -0.125457
     80 C                    -0.262195
     81 C                     0.126384
     82 C                     0.059276
     83 C                     0.034330
     84 C                    -0.207661
     85 C                    -0.196113
     86 C                    -0.156198
     87 C                    -0.167228
     88 C                    -0.177793
     89 C                    -0.074770
     90 C                     0.070154
     91 C                    -0.194461
     92 C                    -0.233698
     93 C                     0.060770
     94 C                     0.054367
     95 C                    -0.220118
     96 C                    -0.222783
     97 C                     0.147915
     98 C                    -0.057546
     99 C                     0.094579
    100 C                    -0.044007
    101 C                    -0.177667
    102 C                    -0.178191
    103 C                    -0.174794
    104 C                    -0.181447
    105 C                    -0.162157
    106 C                     0.040331
    107 C                    -0.206462
    108 C                    -0.174926
    109 C                    -0.170262
    110 C                    -0.203885
    111 C                     0.087272
    112 C                     0.000101
    113 C                    -0.048983
    114 C                    -0.178961
    115 C                    -0.185722
    116 C                    -0.168368
    117 C                    -0.187235
    118 C                    -0.175693
    119 C                     0.006805
    120 C                     0.095812
    121 C                    -0.180441
    122 C                    -0.272334
    123 C                     0.138910
    124 C                     0.019011
    125 C                    -0.234568
    126 C                    -0.211581
    127 C                     0.078548
    128 C                     0.017822
    129 C                    -0.159108
    130 C                     0.125728
    131 C                     0.065516
    132 C                    -0.193810
    133 C                    -0.218372
    134 C                    -0.177070
    135 H                     0.173029
    136 H                     0.189116
    137 H                     0.188181
    138 H                     0.194675
    139 H                     0.182145
    140 H                     0.174074
    141 H                     0.185444
    142 H                     0.196132
    143 H                     0.183739
    144 H                     0.175703
    145 H                     0.182810
    146 H                     0.195824
    147 H                     0.193703
    148 H                     0.193976
    149 H                     0.195961
    150 H                     0.198570
    151 H                     0.188640
    152 H                     0.192565
    153 H                     0.181423
    154 H                     0.181500
    155 H                     0.189981
    156 H                     0.196586
    157 H                     0.180510
    158 H                     0.178710
    159 H                     0.190131
    160 H                     0.183575
    161 H                     0.195603
    162 H                     0.183238
    163 H                     0.182025
    164 H                     0.195106
    165 H                     0.197592
    166 H                     0.196711
    167 H                     0.198911
    168 H                     0.200415
    169 H                     0.188174
    170 H                     0.194225
  ----------------------------------------
 
         RPA Excited State 16:  Mulliken Net Atomic Charges
     Atom                 Charge (a.u.)
      1 C                     0.000751
      2 C                    -0.038185
      3 C                    -0.016619
      4 C                    -0.031869
      5 C                    -0.001194
      6 C                    -0.018793
      7 C                     0.003097
      8 C                    -0.050846
      9 C                     0.020058
     10 C                    -0.043898
     11 C                    -0.046310
     12 C                    -0.008902
     13 C                    -0.028610
     14 C                    -0.070856
     15 C                     0.008047
     16 C                    -0.015549
     17 C                    -0.030512
     18 C                    -0.045102
     19 C                    -0.009308
     20 C                    -0.030624
     21 C                    -0.062490
     22 C                    -0.043445
     23 C                    -0.058924
     24 C                     0.002374
     25 C                    -0.025239
     26 C                    -0.015957
     27 C                     0.010879
     28 C                    -0.063837
     29 C                    -0.016156
     30 C                    -0.010253
     31 C                     0.028432
     32 C                     0.089559
     33 C                     0.006749
     34 C                     0.053169
     35 C                     0.057808
     36 C                     0.064938
     37 C                     0.012963
     38 C                     0.062731
     39 C                     0.011711
     40 C                     0.115960
     41 C                    -0.039317
     42 C                    -0.015760
     43 C                     0.002082
     44 C                    -0.035348
     45 C                    -0.005002
     46 C                    -0.024955
     47 C                    -0.037050
     48 C                    -0.027985
     49 C                    -0.056514
     50 C                    -0.072765
     51 C                     0.007066
     52 C                    -0.043012
     53 C                    -0.003010
     54 C                    -0.002465
     55 C                    -0.039314
     56 C                    -0.042360
     57 C                    -0.049759
     58 C                    -0.032358
     59 C                    -0.004828
     60 C                    -0.008537
     61 C                     0.010591
     62 C                    -0.023651
     63 C                    -0.015087
     64 C                    -0.027857
